ORD_ID,ORD_DATE,ORD_PRIORITY,ORD_DISCOUNT,QUANTITY_ORDERED_NEW
88865,04/05/2013,Critical,0.1,11
90128,23/10/2011,Low,0.04,21
90135,16/11/2011,Not Specified,0.01,25
89699,14/05/2011,Not Specified,0.1,12
89699,14/05/2011,Not Specified,0.04,13
90148,13/09/2010,Medium,0.02,21
89356,27/01/2010,Medium,0.02,1
90136,27/05/2012,Low,0.09,10
90136,27/05/2012,Low,0.09,18
90154,11/11/2010,Not Specified,0.03,9
89859,29/09/2011,Critical,0.08,17
89859,29/09/2011,Critical,0.08,23
90163,29/03/2013,High,0.09,3
86931,12/02/2013,High,0.05,7
86931,12/02/2013,High,0.05,7
90167,20/12/2010,Critical,0.06,11
88032,24/02/2011,Low,0.05,1
85880,11/09/2010,Critical,0.06,18
85880,11/09/2010,Critical,0.09,6
90175,04/02/2011,Medium,0,11
87429,25/09/2011,Medium,0.07,20
87429,25/09/2011,Medium,0.05,4
90178,27/08/2010,Low,0.04,14
90178,27/08/2010,Low,0.1,5
90178,27/08/2010,Low,0.09,8
90187,14/05/2010,Critical,0,15
90189,23/01/2010,Not Specified,0,5
90189,23/01/2010,Not Specified,0.07,11
90197,12/05/2012,Low,0.08,18
86913,23/05/2010,High,0.07,15
85913,12/05/2013,Medium,0.05,5
87556,26/07/2010,Low,0.04,8
87556,26/07/2010,Low,0.05,14
87556,26/07/2010,Low,0.07,2
90208,02/05/2012,High,0.1,15
86128,19/01/2012,Not Specified,0.01,2
90217,10/09/2012,Critical,0.03,2
90219,17/03/2011,Low,0.09,2
87476,05/07/2011,Not Specified,0.1,1
87476,05/07/2011,Not Specified,0.09,9
90232,23/08/2011,Not Specified,0,7
90241,19/08/2012,Not Specified,0.05,10
86656,24/08/2011,Critical,0.06,16
90245,27/12/2012,Not Specified,0.04,25
90245,27/12/2012,Not Specified,0.06,17
85891,12/06/2013,Low,0.03,1
90248,06/04/2010,High,0.09,13
90248,06/04/2010,High,0.02,4
86400,26/10/2011,High,0.02,8
86400,26/10/2011,High,0.01,18
87727,25/11/2010,Low,0.09,20
87678,23/08/2010,Critical,0.04,16
87678,23/08/2010,Critical,0.01,21
89923,06/02/2011,Low,0.03,7
87274,10/03/2012,Medium,0.06,6
86525,10/02/2013,Critical,0.09,4
90256,27/03/2011,High,0.07,11
86659,12/11/2012,High,0,8
89398,03/01/2013,Medium,0.04,4
88575,13/08/2013,Medium,0.08,25
88940,30/03/2010,Medium,0.1,12
88150,06/11/2013,Not Specified,0.1,13
86508,01/04/2010,Critical,0.06,2
89530,04/10/2012,Medium,0,7
89530,04/10/2012,Medium,0.08,3
90259,14/05/2011,High,0.09,15
90259,14/05/2011,High,0.04,12
86330,10/12/2013,Not Specified,0.02,15
86330,10/12/2013,Not Specified,0.05,15
86330,10/12/2013,Not Specified,0,7
86486,24/02/2010,Critical,0.01,4
89759,13/05/2013,High,0.04,11
89759,13/05/2013,High,0.1,12
89759,13/05/2013,High,0.1,12
85827,17/04/2010,High,0.01,1
88594,07/09/2011,High,0.05,6
88594,07/09/2011,High,0.07,18
90266,23/10/2012,Not Specified,0.03,22
87404,24/06/2013,Medium,0.09,1
86543,25/03/2013,Medium,0.04,9
86817,10/12/2011,Low,0.01,12
86817,10/12/2011,Low,0.07,11
90275,09/06/2012,High,0.07,9
90275,09/06/2012,High,0.07,18
87953,20/03/2010,Low,0.06,8
89270,16/08/2013,Not Specified,0.1,10
90224,15/03/2012,Medium,0.08,5
90123,17/01/2012,Medium,0.1,2
90123,17/01/2012,Medium,0.1,8
86698,29/11/2013,High,0.1,43
87238,21/10/2013,Critical,0,18
88892,21/05/2011,Medium,0.08,17
88892,21/05/2011,Medium,0.09,16
88892,21/05/2011,Medium,0.05,2
90283,30/03/2013,Critical,0.08,9
88410,09/04/2010,Medium,0.07,8
89171,17/03/2013,Medium,0.05,2
87587,28/12/2010,Low,0.09,12
87587,28/12/2010,Low,0.03,3
90286,30/08/2012,Not Specified,0.02,12
86230,30/10/2011,High,0.07,20
86230,30/10/2011,High,0.01,7
86230,30/10/2011,High,0.03,2
86230,30/10/2011,High,0.01,22
90289,09/02/2013,Critical,0.03,8
86408,26/05/2013,Low,0.09,13
86408,26/05/2013,Low,0.04,16
86408,26/05/2013,Low,0.09,1
86908,30/06/2012,High,0.04,6
90293,18/10/2012,High,0,23
90300,22/03/2013,Medium,0.04,7
90301,01/03/2010,Low,0.09,3
88558,16/11/2010,Low,0.07,5
88558,16/11/2010,Low,0.08,20
89602,21/10/2010,High,0.08,1
89602,21/10/2010,High,0.09,4
90308,10/09/2013,Low,0.09,17
90308,10/09/2013,Low,0.07,14
90308,10/09/2013,Low,0.02,5
90308,10/09/2013,Low,0.04,13
90309,05/09/2010,Low,0.04,13
90319,21/07/2013,Critical,0.07,15
90326,06/08/2013,High,0.03,8
90326,06/08/2013,High,0.03,13
90331,22/06/2012,Critical,0.1,12
90331,22/06/2012,Critical,0.04,9
90334,07/05/2010,Medium,0.01,7
87918,24/11/2011,Medium,0.08,23
87918,24/11/2011,Medium,0.04,17
90346,21/01/2013,Medium,0,4
89681,03/03/2011,Low,0.01,10
89681,03/03/2011,Low,0.06,12
89446,01/08/2013,High,0.09,3
89446,01/08/2013,High,0.1,4
90133,12/04/2011,Low,0.09,4
86353,24/08/2011,High,0.09,14
89542,17/08/2011,Low,0.06,12
89542,17/08/2011,Low,0.03,17
88638,20/10/2012,Critical,0.01,8
90356,04/07/2012,High,0,2
88686,02/07/2010,Medium,0.04,14
86958,18/04/2010,Medium,0.1,7
86958,18/04/2010,Medium,0.07,2
86958,18/04/2010,Medium,0.03,5
89047,22/11/2010,Medium,0.01,41
90359,15/03/2010,Medium,0.1,4
90359,15/03/2010,Medium,0.09,1
90368,09/04/2012,Low,0.1,1
90368,09/04/2012,Low,0,9
90377,24/09/2013,Not Specified,0.08,16
90377,24/09/2013,Not Specified,0.06,14
90380,22/02/2012,Medium,0.07,5
86532,10/11/2012,Not Specified,0.07,30
86532,10/11/2012,Not Specified,0.09,31
86532,10/11/2012,Not Specified,0.05,1
86532,10/11/2012,Not Specified,0.1,21
87177,04/09/2010,Medium,0.06,23
86016,04/07/2011,Low,0.09,2
88956,07/02/2013,Not Specified,0.03,7
90255,27/07/2013,High,0,3
85948,27/01/2010,Not Specified,0.08,10
86178,25/12/2012,High,0.04,13
86885,26/04/2010,Low,0.06,2
88544,04/08/2010,Critical,0.01,1
88544,04/08/2010,Critical,0.06,4
85902,05/02/2012,Not Specified,0.06,1
85902,05/02/2012,Not Specified,0.09,8
85902,05/02/2012,Not Specified,0.01,5
90402,19/07/2013,High,0.06,6
88000,25/02/2011,Medium,0.08,1
88543,03/06/2010,Not Specified,0.01,9
88181,24/02/2013,Low,0.04,10
87488,25/12/2010,Low,0.07,18
88208,29/06/2011,Not Specified,0.04,17
88208,29/06/2011,Not Specified,0.09,16
88332,21/09/2011,Critical,0.08,3
90407,28/07/2013,Low,0.02,16
90407,28/07/2013,Low,0.07,9
86213,31/07/2013,Not Specified,0.06,1
90413,12/09/2012,Low,0.08,11
87909,14/08/2010,Critical,0.08,19
90112,20/04/2011,Medium,0.1,11
90112,20/04/2011,Medium,0.07,12
87726,17/07/2010,Medium,0.03,13
87726,17/07/2010,Medium,0.05,3
90416,20/04/2011,Low,0.03,12
90416,20/04/2011,Low,0.01,7
86214,09/09/2013,Medium,0,1
86214,09/09/2013,Medium,0.07,11
88920,20/08/2013,Medium,0,10
87251,03/07/2012,High,0.02,16
88001,23/05/2011,Not Specified,0.03,7
88001,23/05/2011,Not Specified,0.09,11
90127,24/02/2011,Not Specified,0.1,5
90127,24/02/2011,Not Specified,0.08,4
90389,23/08/2011,Low,0.03,20
89667,25/05/2011,Not Specified,0.09,2
88449,24/11/2010,Not Specified,0.03,9
89918,15/06/2012,High,0.01,9
87941,10/11/2011,Critical,0,21
90230,24/06/2011,Critical,0.08,2
90230,24/06/2011,Critical,0.05,10
88450,07/04/2011,Low,0.09,12
88450,07/04/2011,Low,0.08,5
89852,16/03/2012,Low,0.04,9
90426,19/01/2013,Not Specified,0.08,4
90426,19/01/2013,Not Specified,0.03,2
90426,19/01/2013,Not Specified,0.1,12
90430,03/01/2010,Not Specified,0,1
86704,13/04/2012,Critical,0.08,12
86179,24/06/2013,Not Specified,0.04,2
88590,27/09/2010,Not Specified,0.04,19
86760,30/06/2012,Low,0.04,6
88649,16/06/2011,High,0.1,5
87849,06/02/2012,Medium,0.1,8
86510,04/02/2011,Critical,0,11
86510,04/02/2011,Critical,0.05,2
86510,04/02/2011,Critical,0.04,3
86510,04/02/2011,Critical,0.01,2
86510,04/02/2011,Critical,0.08,2
88996,19/09/2013,Medium,0.02,24
88996,19/09/2013,Medium,0.01,12
86904,09/11/2011,Critical,0.06,8
86904,09/11/2011,Critical,0,21
90438,11/09/2010,Critical,0.06,1
90438,11/09/2010,Critical,0.01,22
86152,25/12/2013,Medium,0,18
90446,09/12/2012,Not Specified,0.04,19
90446,09/12/2012,Not Specified,0.05,21
89544,12/12/2011,Low,0.03,22
89544,12/12/2011,Low,0.08,1
89544,12/12/2011,Low,0.01,4
87969,01/03/2012,Critical,0,5
87974,02/06/2011,Not Specified,0.04,12
87974,02/06/2011,Not Specified,0.07,9
86963,14/12/2012,Low,0.01,1
86963,14/12/2012,Low,0.01,25
87245,12/12/2010,High,0.04,1
87256,12/12/2013,High,0.1,15
90449,25/06/2010,Not Specified,0.04,1
90449,25/06/2010,Not Specified,0.05,11
87257,18/12/2013,Medium,0.1,22
86688,30/11/2010,Low,0.04,3
86688,30/11/2010,Low,0.06,2
86688,30/11/2010,Low,0.01,19
86688,30/11/2010,Low,0.05,23
86755,14/02/2011,High,0.07,11
86755,14/02/2011,High,0.1,11
86983,23/10/2011,Low,0.1,5
86983,23/10/2011,Low,0.02,2
86983,23/10/2011,Low,0.06,9
86983,23/10/2011,Low,0,10
86983,23/10/2011,Low,0.03,7
89864,10/12/2012,Low,0.02,23
90454,06/07/2012,High,0,4
90357,24/12/2012,Low,0.04,13
89824,02/06/2013,Not Specified,0.1,12
86404,18/06/2012,High,0,13
86210,20/12/2012,Critical,0.05,18
90288,11/05/2012,Critical,0.03,14
88225,02/04/2012,Not Specified,0.02,9
88225,02/04/2012,Not Specified,0,1
90465,02/02/2012,Critical,0.05,1
90468,23/03/2013,Medium,0.07,1
88343,28/05/2012,Not Specified,0.03,14
88343,28/05/2012,Not Specified,0,5
88343,28/05/2012,Not Specified,0.08,18
87914,18/10/2013,Critical,0.02,20
88164,04/08/2010,Medium,0.07,15
88170,04/08/2013,Medium,0.08,8
90471,24/10/2011,Critical,0.06,9
86781,18/02/2013,Not Specified,0.09,10
86801,15/10/2012,Critical,0.06,6
90475,26/12/2011,Medium,0.06,16
90475,26/12/2011,Medium,0.01,1
89013,08/11/2012,Critical,0.07,28
89013,08/11/2012,Critical,0.08,20
90481,31/01/2011,Medium,0.03,9
89333,12/03/2010,Not Specified,0,4
86493,19/04/2011,Low,0.01,7
86493,19/04/2011,Low,0.04,5
90342,07/12/2011,Medium,0.08,1
90342,07/12/2011,Medium,0.04,8
90342,07/12/2011,Medium,0.03,18
88241,07/07/2010,Medium,0,2
89350,10/07/2012,Critical,0.04,12
89350,10/07/2012,Critical,0.01,4
90489,04/08/2011,Critical,0.02,6
90489,04/08/2011,Critical,0.1,6
90489,04/08/2011,Critical,0.09,14
87879,07/08/2011,Critical,0.04,11
90495,20/02/2012,High,0.08,9
90495,20/02/2012,High,0.04,12
88723,13/05/2011,Medium,0.08,6
90501,24/05/2010,Low,0.1,11
90501,24/05/2010,Low,0.02,8
86973,03/03/2010,Low,0.08,9
90522,11/06/2013,Low,0.01,17
89661,16/06/2012,Not Specified,0.1,2
87136,13/01/2011,Low,0.04,11
87136,13/01/2011,Low,0.1,13
89879,20/10/2010,High,0,14
90527,15/10/2012,Medium,0.03,6
89861,21/12/2011,Low,0.02,13
89861,21/12/2011,Low,0.09,23
88071,10/04/2011,Medium,0.08,1
88071,10/04/2011,Medium,0,7
88071,10/04/2011,Medium,0.04,5
88052,22/02/2012,Low,0.08,1
88052,22/02/2012,Low,0.05,7
88052,22/02/2012,Low,0.07,7
88135,27/04/2010,Critical,0.09,3
88145,27/04/2013,Critical,0.01,4
88362,19/03/2011,Low,0.02,6
90530,15/01/2010,High,0.08,6
86312,09/02/2011,Low,0.06,11
86312,09/02/2011,Low,0.02,7
90493,20/11/2010,Critical,0.09,39
89925,29/05/2011,High,0.03,7
90155,07/01/2011,Low,0,11
88787,17/08/2011,Critical,0.06,17
86863,19/02/2013,Critical,0,8
86863,19/02/2013,Critical,0.05,11
86182,08/03/2011,Low,0.01,1
90388,23/06/2011,High,0.09,15
86686,08/04/2010,Critical,0.01,9
86307,17/01/2010,Critical,0.08,10
86307,17/01/2010,Critical,0.01,12
90545,11/01/2012,Low,0.07,2
90545,11/01/2012,Low,0.04,4
90545,11/01/2012,Low,0.05,5
90545,11/01/2012,Low,0.01,6
88299,25/02/2011,Not Specified,0.03,8
90553,25/05/2013,Medium,0,7
90553,25/05/2013,Medium,0.08,16
90553,25/05/2013,Medium,0.02,11
86112,24/12/2012,Not Specified,0,10
86367,02/12/2013,Medium,0.02,11
86367,02/12/2013,Medium,0.03,25
86494,11/03/2012,Not Specified,0.08,2
88454,01/03/2012,Critical,0.09,9
88454,01/03/2012,Critical,0.09,1
90333,25/01/2010,Not Specified,0.1,4
90562,04/10/2012,Not Specified,0.08,23
88111,18/07/2012,Not Specified,0.03,13
88111,18/07/2012,Not Specified,0.05,10
90569,03/05/2011,High,0.08,18
90569,03/05/2011,High,0.08,7
90581,29/10/2011,Not Specified,0,4
90581,29/10/2011,Not Specified,0.04,14
89988,25/09/2010,Critical,0.07,1
86975,30/08/2011,Critical,0.02,9
86975,30/08/2011,Critical,0,9
87094,24/11/2012,High,0.06,42
89637,24/04/2013,Medium,0.02,3
86826,05/03/2010,Not Specified,0.05,11
86826,05/03/2010,Not Specified,0.02,7
89073,25/06/2011,Medium,0.04,3
89073,25/06/2011,Medium,0.06,8
89409,03/04/2011,High,0.09,8
89757,15/01/2013,Critical,0.03,12
89314,08/04/2010,Critical,0.05,10
89055,22/07/2010,Medium,0.09,10
87519,04/12/2013,Low,0.08,17
89018,22/04/2010,Not Specified,0.05,8
90584,22/04/2011,Not Specified,0.08,12
89368,14/12/2012,Not Specified,0.1,17
90590,26/07/2011,Not Specified,0.02,5
90594,15/11/2010,Medium,0.08,10
90594,15/11/2010,Medium,0.01,33
89912,18/08/2011,Not Specified,0.02,3
89944,14/12/2010,Low,0.09,21
89956,14/12/2013,Low,0,4
88747,07/03/2011,High,0,9
88747,07/03/2011,High,0.07,7
90598,13/12/2011,Not Specified,0.02,14
88121,19/10/2012,Not Specified,0.07,21
88121,19/10/2012,Not Specified,0.02,22
88121,19/10/2012,Not Specified,0.02,1
86292,31/07/2011,Medium,0.06,4
90604,05/10/2012,Low,0.04,6
87265,11/02/2013,Medium,0.07,1
88878,20/11/2013,Critical,0.01,23
88589,16/05/2010,High,0.03,7
88589,16/05/2010,High,0.07,6
86465,22/03/2010,Not Specified,0.03,11
86469,22/03/2013,Not Specified,0.09,10
87536,11/09/2010,High,0.01,18
87536,11/09/2010,High,0.1,22
87326,09/05/2013,Low,0.09,7
87326,09/05/2013,Low,0.02,1
88458,12/08/2013,High,0.05,11
88458,12/08/2013,High,0.1,25
89133,16/07/2013,Not Specified,0.04,16
89129,16/07/2010,Not Specified,0.02,5
89129,16/07/2010,Not Specified,0.05,7
89129,16/07/2010,Not Specified,0.02,14
88728,13/05/2010,High,0.08,12
90350,02/09/2013,Not Specified,0.02,13
90350,02/09/2013,Not Specified,0.1,24
90143,15/11/2013,Low,0.09,40
87646,23/04/2011,Not Specified,0.07,6
86647,07/11/2011,Medium,0.05,30
86849,06/05/2011,Medium,0.08,7
87382,21/09/2010,Low,0.05,7
88758,15/07/2010,Critical,0.09,7
87478,17/08/2012,Medium,0,20
86419,15/06/2013,Not Specified,0.07,13
87244,14/02/2010,Low,0.04,1
88481,06/06/2011,Not Specified,0.07,2
88481,06/06/2011,Not Specified,0.01,11
90608,29/01/2011,Critical,0.04,7
90615,13/10/2011,Not Specified,0.07,10
87509,05/01/2013,High,0.06,9
90619,08/01/2011,High,0.01,6
86999,26/10/2012,Critical,0.09,13
87036,16/10/2011,Not Specified,0.09,1
87036,16/10/2011,Not Specified,0.05,14
87036,16/10/2011,Not Specified,0.09,21
89376,04/12/2010,High,0.09,1
89376,04/12/2010,High,0.04,6
88927,29/12/2013,Medium,0.09,14
87176,18/08/2010,Medium,0.05,10
86936,30/05/2011,Low,0.03,15
89027,23/05/2011,High,0.09,12
89027,23/05/2011,High,0.02,10
89027,23/05/2011,High,0.06,11
89027,23/05/2011,High,0.04,6
89027,23/05/2011,High,0.02,12
90621,08/03/2010,Low,0.01,3
90622,08/03/2013,Low,0.03,8
87468,08/08/2013,Medium,0.09,1
88652,10/04/2012,Critical,0.02,4
88652,10/04/2012,Critical,0.05,4
87098,02/12/2013,Not Specified,0.04,1
87098,02/12/2013,Not Specified,0.04,21
90627,17/05/2013,Critical,0.07,2
89271,29/08/2013,Critical,0.09,8
87255,16/08/2013,Low,0.09,9
90067,13/01/2013,Low,0.03,1
90058,13/01/2010,Low,0.02,3
88606,02/02/2013,Not Specified,0.04,10
88606,02/02/2013,Not Specified,0.07,11
86654,26/04/2010,Not Specified,0.07,9
89974,18/11/2011,Critical,0.07,10
89974,18/11/2011,Critical,0.09,31
89974,18/11/2011,Critical,0,11
87915,10/03/2010,Medium,0.01,2
87417,03/04/2013,Not Specified,0.09,5
87417,03/04/2013,Not Specified,0.02,10
88026,18/04/2012,High,0.05,13
88026,18/04/2012,High,0.04,8
88959,01/05/2010,Critical,0.06,10
88959,01/05/2010,Critical,0.01,18
86925,22/01/2010,Low,0.02,8
88246,30/09/2012,High,0.05,24
89276,24/02/2013,Critical,0.02,11
86276,23/05/2013,Critical,0.04,9
87543,10/09/2012,Low,0.08,3
88028,01/01/2010,Not Specified,0.08,2
88027,09/05/2012,High,0.07,10
88331,09/05/2011,Not Specified,0.08,4
88103,21/05/2010,Medium,0.02,13
90631,17/10/2010,Low,0.09,14
90642,21/06/2011,Medium,0.05,3
90642,21/06/2011,Medium,0.06,3
90642,21/06/2011,Medium,0.08,14
86334,13/07/2012,Medium,0.1,10
90646,05/04/2010,Not Specified,0.1,11
87209,26/08/2011,High,0.08,13
87209,26/08/2011,High,0.01,20
87209,26/08/2011,High,0.06,5
87209,26/08/2011,High,0.05,5
85822,10/04/2012,Not Specified,0.04,8
85822,10/04/2012,Not Specified,0.05,6
85822,10/04/2012,Not Specified,0.02,10
86476,01/12/2011,Critical,0.05,2
88213,27/12/2010,Low,0.05,9
89915,21/03/2010,High,0.09,8
89869,21/12/2010,High,0,12
90651,11/08/2011,High,0,3
90656,04/09/2012,Medium,0.03,24
90667,27/04/2013,High,0,12
89803,10/04/2013,Medium,0.04,8
89803,10/04/2013,Medium,0.05,13
89614,20/11/2011,High,0.02,37
90673,09/10/2013,Critical,0.1,13
90669,09/10/2010,Critical,0.06,11
86785,08/07/2013,High,0.08,10
86785,08/07/2013,High,0.04,14
86785,08/07/2013,High,0,17
86785,08/07/2013,High,0.04,9
90675,26/08/2010,Low,0.04,12
90250,31/05/2012,Critical,0.04,13
90679,23/01/2011,Low,0.06,3
89584,04/04/2010,Medium,0.01,12
89584,04/04/2010,Medium,0.09,5
88867,24/09/2013,Critical,0.05,16
89042,11/10/2012,High,0.01,23
90690,01/08/2013,Not Specified,0.01,17
90690,01/08/2013,Not Specified,0,20
90690,01/08/2013,Not Specified,0.04,9
89772,06/03/2013,High,0,6
89772,06/03/2013,High,0.07,5
89569,11/07/2013,Low,0.05,3
88049,06/06/2011,High,0.08,11
88342,07/03/2012,High,0,3
88107,20/02/2011,Not Specified,0.08,9
88107,20/02/2011,Not Specified,0.03,12
87456,17/05/2011,Not Specified,0.06,17
87456,17/05/2011,Not Specified,0.06,2
87456,17/05/2011,Not Specified,0.01,15
85897,01/09/2010,High,0.08,10
88076,06/10/2011,High,0.03,14
88077,20/10/2011,Low,0.07,6
88077,20/10/2011,Low,0.04,23
86119,24/07/2010,Low,0.02,1
85888,04/08/2012,High,0.09,11
87134,06/04/2010,Critical,0.03,7
87134,06/04/2010,Critical,0.01,10
87142,06/04/2013,Critical,0.05,10
90612,14/08/2010,Not Specified,0.04,11
90617,14/08/2013,Not Specified,0.06,23
90137,09/10/2012,High,0.09,1
90137,09/10/2012,High,0.09,21
89223,25/08/2011,Not Specified,0,2
87798,31/05/2011,Low,0.06,9
87798,31/05/2011,Low,0.04,13
87798,31/05/2011,Low,0.05,11
90692,07/03/2011,Not Specified,0.03,2
90692,07/03/2011,Not Specified,0.08,4
90692,07/03/2011,Not Specified,0.09,11
89481,12/03/2010,Low,0.01,10
90695,22/06/2010,Low,0.05,9
85892,26/06/2013,Not Specified,0,7
90662,12/02/2010,Not Specified,0.04,6
90662,12/02/2010,Not Specified,0.04,4
90246,16/02/2013,Critical,0,1
90246,16/02/2013,Critical,0.02,2
86858,13/07/2013,Medium,0.07,15
88709,17/02/2013,High,0,6
90689,14/06/2013,Critical,0.03,8
89623,08/05/2012,High,0.03,14
90707,11/02/2011,Critical,0.1,4
90713,16/08/2012,Critical,0.03,2
87479,12/02/2013,Medium,0.07,8
89909,06/01/2010,Not Specified,0.01,6
89909,06/01/2010,Not Specified,0.01,12
89909,06/01/2010,Not Specified,0.03,1
89597,13/06/2011,Low,0.04,8
89597,13/06/2011,Low,0.06,2
86874,18/06/2010,Medium,0.1,4
90059,01/08/2010,Critical,0.03,14
88380,18/11/2010,High,0.05,3
90716,31/01/2011,Low,0.1,9
90201,27/04/2010,Low,0.09,10
90424,10/09/2012,High,0.06,2
90424,10/09/2012,High,0.1,18
88939,23/10/2013,Critical,0.09,18
90726,31/01/2011,Medium,0.07,2
90726,31/01/2011,Medium,0.1,13
90731,04/02/2010,Medium,0.05,8
90731,04/02/2010,Medium,0.03,9
90731,04/02/2010,Medium,0.08,11
89683,04/08/2012,Not Specified,0.06,5
89067,14/10/2011,Medium,0.05,1
90736,08/03/2011,Medium,0.07,9
90736,08/03/2011,Medium,0.06,5
90736,08/03/2011,Medium,0.1,9
90742,15/02/2012,Not Specified,0.02,11
89015,01/12/2013,Not Specified,0,21
89015,01/12/2013,Not Specified,0.01,5
89015,01/12/2013,Not Specified,0.06,22
90444,30/08/2013,High,0.09,14
88707,26/05/2012,Not Specified,0.03,17
88707,26/05/2012,Not Specified,0.05,16
87332,20/05/2013,Medium,0.02,11
90746,14/11/2011,Low,0.06,24
90755,24/06/2012,Not Specified,0.07,18
90755,24/06/2012,Not Specified,0.01,19
88514,05/02/2012,Not Specified,0.02,4
86846,15/06/2010,Critical,0.09,5
90762,20/09/2011,Low,0.1,20
90762,20/09/2011,Low,0.05,19
90766,06/04/2010,High,0.06,4
90766,06/04/2010,High,0.1,12
90766,06/04/2010,High,0.01,11
86286,18/07/2011,Medium,0.02,14
89599,01/10/2011,Not Specified,0.03,10
87281,02/12/2012,Critical,0.02,16
90166,10/01/2010,Critical,0.01,6
90166,10/01/2010,Critical,0.06,5
88803,30/08/2011,Critical,0.03,18
88803,30/08/2011,Critical,0.07,16
86101,04/02/2010,Medium,0.07,12
88459,16/10/2013,Low,0.08,9
88800,24/01/2011,Not Specified,0.06,10
86856,16/11/2012,High,0.02,41
86856,16/11/2012,High,0.05,20
86856,16/11/2012,High,0.01,41
90168,09/01/2012,Critical,0.02,11
90168,09/01/2012,Critical,0.05,11
86719,05/09/2013,High,0.05,21
89399,08/01/2013,Low,0.07,4
90704,19/07/2013,Medium,0.04,18
90704,19/07/2013,Medium,0.05,12
88242,05/01/2011,High,0.09,8
88242,05/01/2011,High,0.1,11
89424,31/08/2013,Low,0.06,1
87746,14/03/2013,Medium,0.04,11
86887,09/10/2010,High,0.08,9
86887,09/10/2010,High,0.02,11
87514,29/11/2011,Not Specified,0,31
87514,29/11/2011,Not Specified,0.03,16
88221,14/02/2011,Medium,0.05,7
86352,25/01/2011,Not Specified,0.09,12
86352,25/01/2011,Not Specified,0.07,7
85958,09/01/2013,High,0.04,11
90771,12/02/2010,Low,0.1,4
90771,12/02/2010,Low,0.08,5
90779,11/05/2013,Not Specified,0.08,2
90779,11/05/2013,Not Specified,0.08,8
90783,24/12/2012,Medium,0.03,5
89745,28/04/2011,Low,0.07,6
90788,30/04/2011,Not Specified,0.06,11
90788,30/04/2011,Not Specified,0.1,12
90788,30/04/2011,Not Specified,0.01,5
90799,06/05/2012,Low,0.07,15
90799,06/05/2012,Low,0.03,18
87697,27/09/2012,High,0.06,3
86971,14/02/2013,High,0.01,12
86198,27/02/2013,Low,0.07,4
88915,28/05/2012,Medium,0,2
88735,26/09/2011,Low,0.03,22
88396,17/05/2012,Medium,0.02,13
88396,17/05/2012,Medium,0.08,10
87686,22/07/2012,High,0.03,16
88767,27/05/2011,Critical,0.07,5
88767,27/05/2011,Critical,0,5
87472,14/07/2013,Critical,0.03,9
86772,26/10/2011,Medium,0.07,4
86772,26/10/2011,Medium,0.03,4
87160,11/02/2010,High,0.05,12
87160,11/02/2010,High,0.08,5
90804,21/12/2012,Not Specified,0.09,23
90804,21/12/2012,Not Specified,0.08,14
87099,10/02/2011,Medium,0.05,3
89975,25/11/2011,High,0.03,40
88888,04/12/2013,Low,0.1,24
88607,06/03/2013,Low,0.07,11
89382,20/08/2011,Not Specified,0.07,5
87935,28/11/2010,Not Specified,0.05,23
89300,04/10/2010,Medium,0.02,11
89300,04/10/2010,Medium,0.01,5
90633,09/11/2011,High,0.01,28
89592,15/01/2011,Medium,0,11
89592,15/01/2011,Medium,0.01,6
89489,29/03/2013,Medium,0.09,6
88730,03/11/2010,Low,0.07,33
86424,27/01/2012,Not Specified,0.03,12
86424,27/01/2012,Not Specified,0.06,11
86424,27/01/2012,Not Specified,0.03,10
90044,27/08/2010,High,0.02,23
90082,14/12/2011,Not Specified,0.08,5
90082,14/12/2011,Not Specified,0.06,21
90082,14/12/2011,Not Specified,0.06,15
90082,14/12/2011,Not Specified,0.04,11
90082,14/12/2011,Not Specified,0.09,5
90782,17/12/2013,Not Specified,0.1,7
86828,19/11/2010,High,0.07,14
86828,19/11/2010,High,0.01,28
86616,04/04/2013,Not Specified,0.07,5
86447,18/03/2010,Critical,0.01,5
90808,09/07/2011,High,0.09,11
87854,17/03/2012,Critical,0.02,5
87854,17/03/2012,Critical,0.02,12
87433,04/11/2011,Low,0.05,30
90816,12/03/2011,Not Specified,0.1,5
90816,12/03/2011,Not Specified,0,3
86944,09/04/2013,Not Specified,0.06,8
86944,09/04/2013,Not Specified,0.01,8
88690,17/11/2012,Medium,0.07,3
88690,17/11/2012,Medium,0.07,11
86002,31/01/2010,Not Specified,0,9
87523,25/07/2011,Critical,0.01,5
87523,25/07/2011,Critical,0.03,2
89001,07/08/2013,Not Specified,0.02,19
86195,08/02/2012,High,0.05,12
87606,13/09/2011,Critical,0.02,10
87606,13/09/2011,Critical,0.02,8
87564,27/04/2013,High,0.04,9
90080,30/05/2011,Not Specified,0.1,2
90822,17/09/2011,Medium,0.1,12
87796,06/02/2011,Critical,0,11
87796,06/02/2011,Critical,0.07,7
87796,06/02/2011,Critical,0.01,11
87355,13/05/2013,Critical,0.02,12
87355,13/05/2013,Critical,0.01,2
87355,13/05/2013,Critical,0.04,15
90005,25/07/2012,Low,0.08,10
86477,09/02/2012,Critical,0.09,14
86477,09/02/2012,Critical,0.01,3
87895,26/02/2012,Critical,0.08,6
90116,24/07/2011,Low,0.04,14
90563,18/01/2013,Medium,0.01,1
90623,11/05/2013,Medium,0.03,9
