SALES_ID,CUST_ID,PROD_ID,ORD_ID,SHIPPING_ID,ORD_DATE,SHIP_DATE,PROD_NAME,Process Time Difference,Profit,Sales
2530,1461,2530,86400,2530,26/10/2011,28/10/2011,Recycled Premium Regency Composition Covers,2 days 0 hrs 0 mins ,-29.44,134.51
2531,1461,2531,86400,2531,26/10/2011,27/10/2011,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1 days 0 hrs 0 mins ,"2,787.75","5,602.72"
2532,744,2532,87727,2532,25/11/2010,02/12/2010,SC7868i,7 days 0 hrs 0 mins ,916.68,"2,104.99"
2533,2697,2533,87678,2533,23/08/2010,25/08/2010,"Eldon Regeneration Recycled Desk Accessories, Smoke",2 days 0 hrs 0 mins ,9.25,29.08
2534,2697,2534,87678,2534,23/08/2010,24/08/2010,Hewlett-Packard 2600DN Business Color Inkjet Printer,1 days 0 hrs 0 mins ,"-1,197.04","2,569.57"
2535,80,2535,89923,2535,06/02/2011,06/02/2011,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,0 days 0 hrs 0 mins ,605.44,"1,334.94"
2536,3328,2536,87274,2536,10/03/2012,10/03/2012,Binder Posts,0 days 0 hrs 0 mins ,-49.32,35.3
2537,119,2537,86525,2537,10/02/2013,12/02/2013,2160,2 days 0 hrs 0 mins ,-90.12,366.1
2538,2843,2538,90256,2538,27/03/2011,27/03/2011,Tennsco Industrial Shelving,0 days 0 hrs 0 mins ,"-1,231.87",534.53
2539,2380,2539,86659,2539,12/11/2012,14/11/2012,Canon P1-DHIII Palm Printing Calculator,2 days 0 hrs 0 mins ,5.49,161.48
2540,2718,2540,89398,2540,03/01/2013,05/01/2013,600 Series Flip,2 days 0 hrs 0 mins ,3.21,334.29
2541,851,2541,88575,2541,13/08/2013,13/08/2013,Avery Binder Labels,0 days 0 hrs 0 mins ,-111.84,96.56
2542,271,2542,88940,2542,30/03/2010,31/03/2010,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,1 days 0 hrs 0 mins ,128.03,899.81
2543,2468,2543,88150,2543,06/11/2013,06/11/2013,"Dana Fluorescent Magnifying Lamp, White, 36""",0 days 0 hrs 0 mins ,-23.69,629.04
2544,3224,2544,86508,2544,01/04/2010,02/04/2010,Novimex Fabric Task Chair,1 days 0 hrs 0 mins ,-74.09,125.9
2545,151,2545,89530,2545,04/10/2012,06/10/2012,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",2 days 0 hrs 0 mins ,-50.05,227
2546,151,2546,89530,2546,04/10/2012,06/10/2012,Xerox 191,2 days 0 hrs 0 mins ,-877.25,62.12
2547,756,2547,90259,2547,14/05/2011,16/05/2011,"Super Bands, 12/Pack",2 days 0 hrs 0 mins ,-94.95,26.84
2548,756,2548,90259,2548,14/05/2011,16/05/2011,StarTAC ST7868,2 days 0 hrs 0 mins ,910.83,"1,320.05"
2549,3103,2549,86330,2549,10/12/2013,11/12/2013,Flexible Leather- Look Classic Collection Ring Binder,1 days 0 hrs 0 mins ,192.11,278.42
2550,3103,2550,86330,2550,10/12/2013,12/12/2013,GBC Therma-A-Bind 250T Electric Binding System,2 days 0 hrs 0 mins ,"1,264.57","1,832.71"
2551,3103,2551,86330,2551,10/12/2013,12/12/2013,OIC Thumb-Tacks,2 days 0 hrs 0 mins ,4.68,10.48
2552,2660,2552,86486,2552,24/02/2010,26/02/2010,"SAFCO Commercial Wire Shelving, Black",2 days 0 hrs 0 mins ,-321.51,599.03
2553,1336,2553,89759,2553,13/05/2013,15/05/2013,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",2 days 0 hrs 0 mins ,"1,383.32","2,768.40"
2554,1332,2554,89759,2554,13/05/2013,14/05/2013,Self-Adhesive Address Labels for Typewriters by Universal,1 days 0 hrs 0 mins ,57.74,83.68
2555,1328,2555,89759,2555,13/05/2013,14/05/2013,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",1 days 0 hrs 0 mins ,-129.86,101.87
2556,2868,2556,85827,2556,17/04/2010,18/04/2010,M70,1 days 0 hrs 0 mins ,-582.65,113.44
2557,3354,2557,88594,2557,07/09/2011,09/09/2011,Fellowes Binding Cases,2 days 0 hrs 0 mins ,1.16,73.29
2558,3356,2558,88594,2558,07/09/2011,08/09/2011,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",1 days 0 hrs 0 mins ,91.34,132.37
2559,2957,2559,90266,2559,23/10/2012,23/10/2012,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",0 days 0 hrs 0 mins ,358.44,551.14
2560,2911,2560,87404,2560,24/06/2013,25/06/2013,Newell 35,1 days 0 hrs 0 mins ,-10.06,4.83
2561,1257,2561,86543,2561,25/03/2013,26/03/2013,Xerox 1936,1 days 0 hrs 0 mins ,126.13,182.79
2562,1526,2562,86817,2562,10/12/2011,17/12/2011,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",7 days 0 hrs 0 mins ,"1,544.47",885
2563,1526,2563,86817,2563,10/12/2011,12/12/2011,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",2 days 0 hrs 0 mins ,-97.7,"4,803.46"
2564,830,2564,90275,2564,09/06/2012,11/06/2012,Acme® Preferred Stainless Steel Scissors,2 days 0 hrs 0 mins ,-31.38,49.08
2565,830,2565,90275,2565,09/06/2012,10/06/2012,3285,1 days 0 hrs 0 mins ,"1,931.15","2,931.03"
2566,637,2566,87953,2566,20/03/2010,24/03/2010,Rush Hierlooms Collection Rich Wood Bookcases,4 days 0 hrs 0 mins ,-229.68,"1,232.01"
2567,823,2567,89270,2567,16/08/2013,18/08/2013,Xerox 1994,2 days 0 hrs 0 mins ,-146.94,65.86
2568,2926,2568,90224,2568,15/03/2012,16/03/2012,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",1 days 0 hrs 0 mins ,8.9,36.22
2569,1438,2569,90123,2569,17/01/2012,19/01/2012,Eldon Econocleat® Chair Mats for Low Pile Carpets,2 days 0 hrs 0 mins ,-74.21,88.15
2570,1438,2570,90123,2570,17/01/2012,19/01/2012,Xerox 210,2 days 0 hrs 0 mins ,-148.45,48.69
2571,129,2571,86698,2571,29/11/2013,30/11/2013,Fellowes Recycled Storage Drawers,1 days 0 hrs 0 mins ,973.58,"4,648.35"
2572,2052,2572,87238,2572,21/10/2013,23/10/2013,Magna Visual Magnetic Picture Hangers,2 days 0 hrs 0 mins ,-106.27,94.04
2573,679,2573,88892,2573,21/05/2011,22/05/2011,GBC Standard Plastic Binding Systems Combs,1 days 0 hrs 0 mins ,-26.45,147.4
2574,679,2574,88892,2574,21/05/2011,21/05/2011,Avery 479,0 days 0 hrs 0 mins ,27.39,39.7
2575,679,2575,88892,2575,21/05/2011,22/05/2011,Staples Copy Paper (20Lb. and 84 Bright),1 days 0 hrs 0 mins ,-14.33,11.44
2576,1588,2576,90283,2576,30/03/2013,01/04/2013,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",2 days 0 hrs 0 mins ,-95.17,53.92
2577,1271,2577,88410,2577,09/04/2010,10/04/2010,StarTAC 3000,1 days 0 hrs 0 mins ,588.25,852.53
2578,314,2578,89171,2578,17/03/2013,18/03/2013,Satellite Sectional Post Binders,1 days 0 hrs 0 mins ,58.62,84.95
2579,1203,2579,87587,2579,28/12/2010,30/12/2010,Zoom V.92 USB External Faxmodem,2 days 0 hrs 0 mins ,-8.52,593.33
2580,1191,2580,87587,2580,28/12/2010,01/01/2011,Lock-Up Easel 'Spel-Binder',4 days 0 hrs 0 mins ,59.44,88.84
2581,1831,2581,90286,2581,30/08/2012,01/09/2012,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",2 days 0 hrs 0 mins ,52.87,132.72
2582,2803,2582,86230,2582,30/10/2011,30/10/2011,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0 days 0 hrs 0 mins ,68.14,132.7
2583,2803,2583,86230,2583,30/10/2011,30/10/2011,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",0 days 0 hrs 0 mins ,-44.87,20.68
2584,2809,2584,86230,2584,30/10/2011,01/11/2011,Deluxe Rollaway Locking File with Drawer,2 days 0 hrs 0 mins ,-211.36,814.88
2585,2810,2585,86230,2585,30/10/2011,31/10/2011,Cardinal Holdit Business Card Pockets,1 days 0 hrs 0 mins ,-101.57,117.19
2586,1616,2586,90289,2586,09/02/2013,11/02/2013,"Bevis Round Conference Table Top, X-Base",2 days 0 hrs 0 mins ,-433.29,"1,495.76"
2587,1461,2587,86408,2587,26/05/2013,30/05/2013,i1000,4 days 0 hrs 0 mins ,354.96,694.35
2588,1462,2588,86408,2588,26/05/2013,02/06/2013,Avery 493,7 days 0 hrs 0 mins ,52.56,76.17
2589,1462,2589,86408,2589,26/05/2013,02/06/2013,Fellowes Super Stor/Drawer®,7 days 0 hrs 0 mins ,-19.32,47.01
2590,3154,2590,86908,2590,30/06/2012,01/07/2012,Avery Printable Repositionable Plastic Tabs,1 days 0 hrs 0 mins ,-60.17,56.03
2591,372,2591,90293,2591,18/10/2012,20/10/2012,Newell 337,2 days 0 hrs 0 mins ,-125.06,78.94
2592,3261,2592,90300,2592,22/03/2013,22/03/2013,Microsoft Natural Keyboard Elite,0 days 0 hrs 0 mins ,107.45,288.44
2593,2437,2593,90301,2593,01/03/2010,03/03/2010,Lexmark Z54se Color Inkjet Printer,2 days 0 hrs 0 mins ,35.29,260
2594,2070,2594,88558,2594,16/11/2010,20/11/2010,Accessory41,4 days 0 hrs 0 mins ,17.84,153.61
2595,2071,2595,88558,2595,16/11/2010,23/11/2010,i500plus,7 days 0 hrs 0 mins ,183.84,"1,063.81"
2596,2260,2596,89602,2596,21/10/2010,22/10/2010,Avery White Multi-Purpose Labels,1 days 0 hrs 0 mins ,"4,949.92",4.95
2597,2260,2597,89602,2597,21/10/2010,23/10/2010,Epson C82 Color Inkjet Printer,2 days 0 hrs 0 mins ,"1,055.60",461.24
2598,1509,2598,90308,2598,10/09/2013,12/09/2013,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",2 days 0 hrs 0 mins ,615.14,"1,724.29"
2599,1509,2599,90308,2599,10/09/2013,12/09/2013,*Staples* Letter Opener,2 days 0 hrs 0 mins ,-110.09,32.68
2600,1510,2600,90308,2600,10/09/2013,15/09/2013,Canon PC1060 Personal Laser Copier,5 days 0 hrs 0 mins ,-634.99,"3,567.15"
2601,1510,2601,90308,2601,10/09/2013,14/09/2013,LX 677,4 days 0 hrs 0 mins ,458.07,"1,252.00"
2602,2944,2602,90309,2602,05/09/2010,07/09/2010,Presstex Flexible Ring Binders,2 days 0 hrs 0 mins ,28.29,59.75
2603,2215,2603,90319,2603,21/07/2013,22/07/2013,Ibico Hi-Tech Manual Binding System,1 days 0 hrs 0 mins ,"3,023.75","4,382.25"
2604,2450,2604,90326,2604,06/08/2013,07/08/2013,Xerox 1895,1 days 0 hrs 0 mins ,-45.27,54.85
2605,2450,2605,90326,2605,06/08/2013,08/08/2013,Prang Colored Pencils,2 days 0 hrs 0 mins ,27.91,40.45
2606,2572,2606,90331,2606,22/06/2012,23/06/2012,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",1 days 0 hrs 0 mins ,-13.27,199.82
2607,2572,2607,90331,2607,22/06/2012,24/06/2012,CF 688,2 days 0 hrs 0 mins ,460.14,"1,162.03"
2608,1997,2608,90334,2608,07/05/2010,08/05/2010,Maxell DVD-RAM Discs,1 days 0 hrs 0 mins ,739.67,122.93
2609,2544,2609,87918,2609,24/11/2011,25/11/2011,"Quartet Alpha® White Chalk, 12/Pack",1 days 0 hrs 0 mins ,-3.69,49.95
2610,2545,2610,87918,2610,24/11/2011,26/11/2011,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",2 days 0 hrs 0 mins ,93.1,115.65
2611,385,2611,90346,2611,21/01/2013,21/01/2013,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,0 days 0 hrs 0 mins ,268.15,388.63
2612,1602,2612,89681,2612,03/03/2011,07/03/2011,GBC Imprintable Covers,4 days 0 hrs 0 mins ,59.04,114.37
2613,1602,2613,89681,2613,03/03/2011,05/03/2011,Bretford CR8500 Series Meeting Room Furniture,2 days 0 hrs 0 mins ,-969.05,"4,805.53"
2614,1206,2614,89446,2614,01/08/2013,03/08/2013,"TOPS Money Receipt Book, Consecutively Numbered in Red,",2 days 0 hrs 0 mins ,36.94,23.81
2615,1206,2615,89446,2615,01/08/2013,02/08/2013,Talkabout T8097,1 days 0 hrs 0 mins ,266.11,636.63
2616,1088,2616,90133,2616,12/04/2011,19/04/2011,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,7 days 0 hrs 0 mins ,279.66,405.31
2617,561,2617,86353,2617,24/08/2011,26/08/2011,Avery 487,2 days 0 hrs 0 mins ,32.92,47.71
2618,886,2618,89542,2618,17/08/2011,26/08/2011,"3.5"" IBM Formatted Diskettes, DS/HD",9 days 0 hrs 0 mins ,-41.66,76.32
2619,886,2619,89542,2619,17/08/2011,19/08/2011,Staples Plastic Wall Frames,2 days 0 hrs 0 mins ,551.23,798.88
2620,1023,2620,88638,2620,20/10/2012,22/10/2012,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",2 days 0 hrs 0 mins ,34.99,55.95
2621,482,2621,90356,2621,04/07/2012,05/07/2012,Bevis Round Conference Table Top & Single Column Base,1 days 0 hrs 0 mins ,-144.2,321.9
2622,351,2622,88686,2622,02/07/2010,04/07/2010,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2 days 0 hrs 0 mins ,993.83,"1,440.34"
2623,1826,2623,86958,2623,18/04/2010,19/04/2010,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",1 days 0 hrs 0 mins ,-517.17,337.59
2624,1827,2624,86958,2624,18/04/2010,21/04/2010,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",3 days 0 hrs 0 mins ,-429.86,215.32
2625,1827,2625,86958,2625,18/04/2010,20/04/2010,Accessory34,2 days 0 hrs 0 mins ,264.17,382.85
2626,2976,2626,89047,2626,22/11/2010,23/11/2010,Accessory31,1 days 0 hrs 0 mins ,882.48,"1,278.96"
2627,727,2627,90359,2627,15/03/2010,16/03/2010,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",1 days 0 hrs 0 mins ,-99.55,66.32
2628,724,2628,90359,2628,15/03/2010,16/03/2010,SC7868i,1 days 0 hrs 0 mins ,-605.37,100.38
2629,499,2629,90368,2629,09/04/2012,16/04/2012,Imation DVD-RAM discs,7 days 0 hrs 0 mins ,-90.94,32.51
2630,499,2630,90368,2630,09/04/2012,09/04/2012,Rogers® Profile Extra Capacity Storage Tub,0 days 0 hrs 0 mins ,-142.75,155.59
2631,3335,2631,90377,2631,24/09/2013,25/09/2013,"Imation 3.5 IBM Formatted Diskettes, 10/Box",1 days 0 hrs 0 mins ,-42.22,129.86
2632,3333,2632,90377,2632,24/09/2013,26/09/2013,Sanford 52201 APSCO Electric Pencil Sharpener,2 days 0 hrs 0 mins ,157.94,587.14
2633,1230,2633,90380,2633,22/02/2012,24/02/2012,Newell 329,2 days 0 hrs 0 mins ,3.9,17.33
2634,2554,2634,86532,2634,10/11/2012,11/11/2012,PC Concepts 116 Key Quantum 3000 Keyboard,1 days 0 hrs 0 mins ,7.2,989.26
2635,2554,2635,86532,2635,10/11/2012,11/11/2012,Xerox 1895,1 days 0 hrs 0 mins ,49.82,187.52
2636,2554,2636,86532,2636,10/11/2012,12/11/2012,Talkabout T8367,2 days 0 hrs 0 mins ,42.41,61.46
2637,2555,2637,86532,2637,10/11/2012,12/11/2012,Array® Memo Cubes,2 days 0 hrs 0 mins ,31.04,102.56
2638,91,2638,87177,2638,04/09/2010,06/09/2010,2180,2 days 0 hrs 0 mins ,"2,031.51","3,363.53"
2639,451,2639,86016,2639,04/07/2011,11/07/2011,Belkin 105-Key Black Keyboard,7 days 0 hrs 0 mins ,-65.67,40.87
2640,1312,2640,88956,2640,07/02/2013,07/02/2013,i1000,0 days 0 hrs 0 mins ,284.69,412.6
2641,1620,2641,90255,2641,27/07/2013,29/07/2013,Hon Olson Stacker Stools,2 days 0 hrs 0 mins ,58.61,440.06
2642,2281,2642,85948,2642,27/01/2010,28/01/2010,V70,1 days 0 hrs 0 mins ,997.38,"1,610.84"
2643,968,2643,86178,2643,25/12/2012,25/12/2012,"Post-it® “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",0 days 0 hrs 0 mins ,65.18,94.47
2644,2495,2644,86885,2644,26/04/2010,28/04/2010,Newell 336,2 days 0 hrs 0 mins ,0.37,8.66
2645,3151,2645,88544,2645,04/08/2010,05/08/2010,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,1 days 0 hrs 0 mins ,"-4,075.93","3,501.79"
2646,3151,2646,88544,2646,04/08/2010,05/08/2010,Acme Galleria® Hot Forged Steel Scissors with Colored Handles,1 days 0 hrs 0 mins ,-18.56,63.04
2647,1917,2647,85902,2647,05/02/2012,06/02/2012,Epson Stylus 1520 Color Inkjet Printer,1 days 0 hrs 0 mins ,626.06,522.27
2648,1917,2648,85902,2648,05/02/2012,05/02/2012,Boston 1730 StandUp Electric Pencil Sharpener,0 days 0 hrs 0 mins ,"-2,519.09",164.27
2649,1917,2649,85902,2649,05/02/2012,05/02/2012,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,0 days 0 hrs 0 mins ,7.66,129
2650,2155,2650,90402,2650,19/07/2013,20/07/2013,Keytronic Designer 104- Key Black Keyboard,1 days 0 hrs 0 mins ,-314.97,242.21
2651,956,2651,88000,2651,25/02/2011,25/02/2011,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,0 days 0 hrs 0 mins ,-261.55,105.09
2652,3151,2652,88543,2652,03/06/2010,03/06/2010,Bevis Rectangular Conference Tables,0 days 0 hrs 0 mins ,-134.51,"1,370.79"
2653,672,2653,88181,2653,24/02/2013,24/02/2013,Bagged Rubber Bands,0 days 0 hrs 0 mins ,-14.1,14.31
2654,1551,2654,87488,2654,25/12/2010,01/01/2011,Portfile® Personal File Boxes,7 days 0 hrs 0 mins ,-243.54,300.67
2655,108,2655,88208,2655,29/06/2011,01/07/2011,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",2 days 0 hrs 0 mins ,81.1,117.53
2656,112,2656,88208,2656,29/06/2011,30/06/2011,Micro Innovations 104 Keyboard,1 days 0 hrs 0 mins ,-137.87,168.53
2657,3241,2657,88332,2657,21/09/2011,22/09/2011,Southworth Structures Collection™,1 days 0 hrs 0 mins ,-16.46,23.24
2658,2151,2658,90407,2658,28/07/2013,02/08/2013,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),5 days 0 hrs 0 mins ,-58.11,85.99
2659,2151,2659,90407,2659,28/07/2013,04/08/2013,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",7 days 0 hrs 0 mins ,15.61,513.93
2660,3295,2660,86213,2660,31/07/2013,01/08/2013,"Iceberg OfficeWorks 42"" Round Tables",1 days 0 hrs 0 mins ,27.42,148.34
2661,2368,2661,90413,2661,12/09/2012,14/09/2012,Acme Galleria® Hot Forged Steel Scissors with Colored Handles,2 days 0 hrs 0 mins ,202.78,175.64
2662,3393,2662,87909,2662,14/08/2010,15/08/2010,Ampad #10 Peel & Seel® Holiday Envelopes,1 days 0 hrs 0 mins ,-3.24,80.2
2663,2273,2663,90112,2663,20/04/2011,22/04/2011,Xerox 1940,2 days 0 hrs 0 mins ,403.57,584.88
2664,2273,2664,90112,2664,20/04/2011,20/04/2011,Staples SlimLine Pencil Sharpener,0 days 0 hrs 0 mins ,-88.32,139.11
2665,744,2665,87726,2665,17/07/2010,19/07/2010,Hewlett-Packard 2600DN Business Color Inkjet Printer,2 days 0 hrs 0 mins ,190.14,"1,545.58"
2666,745,2666,87726,2666,17/07/2010,19/07/2010,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",2 days 0 hrs 0 mins ,67.6,353.1
2667,1948,2667,90416,2667,20/04/2011,24/04/2011,Adesso Programmable 142-Key Keyboard,4 days 0 hrs 0 mins ,611.43,"1,792.62"
2668,1948,2668,90416,2668,20/04/2011,27/04/2011,2300 Heavy-Duty Transfer File Systems by Perma,7 days 0 hrs 0 mins ,-50.27,176.86
2669,3295,2669,86214,2669,09/09/2013,11/09/2013,"Fellowes Internet Keyboard, Platinum",2 days 0 hrs 0 mins ,-75.56,40.29
2670,3295,2670,86214,2670,09/09/2013,09/09/2013,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",0 days 0 hrs 0 mins ,193.72,426.67
2671,2994,2671,88920,2671,20/08/2013,21/08/2013,Eldon Simplefile® Box Office®,1 days 0 hrs 0 mins ,-15.31,127.7
2672,1748,2672,87251,2672,03/07/2012,06/07/2012,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",3 days 0 hrs 0 mins ,"1,186.66","1,719.79"
2673,956,2673,88001,2673,23/05/2011,24/05/2011,"Avery Trapezoid Extra Heavy Duty 4"" Binders",1 days 0 hrs 0 mins ,202.38,293.31
2674,956,2674,88001,2674,23/05/2011,25/05/2011,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",2 days 0 hrs 0 mins ,33.59,50.73
2675,1660,2675,90127,2675,24/02/2011,25/02/2011,Avery 48,1 days 0 hrs 0 mins ,19.56,28.35
2676,1660,2676,90127,2676,24/02/2011,25/02/2011,Xerox 214,1 days 0 hrs 0 mins ,-52.55,27.15
2677,2155,2677,90389,2677,23/08/2011,23/08/2011,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,0 days 0 hrs 0 mins ,"1,450.49","2,102.16"
2678,2121,2678,89667,2678,25/05/2011,27/05/2011,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,2 days 0 hrs 0 mins ,547,554.64
2679,3063,2679,88449,2679,24/11/2010,26/11/2010,Accessory25,2 days 0 hrs 0 mins ,4.18,158.87
2680,691,2680,89918,2680,15/06/2012,17/06/2012,Avery Reinforcements for Hole-Punch Pages,2 days 0 hrs 0 mins ,-62.16,21.1
2681,1136,2681,87941,2681,10/11/2011,12/11/2011,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",2 days 0 hrs 0 mins ,2.95,334.19
2682,1568,2682,90230,2682,24/06/2011,25/06/2011,Hanging Personal Folder File,1 days 0 hrs 0 mins ,-32.81,36.54
2683,1568,2683,90230,2683,24/06/2011,25/06/2011,"Bevis Round Conference Table Top, X-Base",1 days 0 hrs 0 mins ,133.82,"1,799.65"
2684,3063,2684,88450,2684,07/04/2011,14/04/2011,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",7 days 0 hrs 0 mins ,7.35,161.13
2685,3063,2685,88450,2685,07/04/2011,09/04/2011,Novimex Turbo Task Chair,2 days 0 hrs 0 mins ,-425.72,334.4
2686,696,2686,89852,2686,16/03/2012,16/03/2012,Avery Hi-Liter® Fluorescent Desk Style Markers,0 days 0 hrs 0 mins ,21.94,31.79
2687,1537,2687,90426,2687,19/01/2013,20/01/2013,"Carina Mini System Audio Rack, Model AR050B",1 days 0 hrs 0 mins ,-685.79,421.24
2688,1537,2688,90426,2688,19/01/2013,21/01/2013,Bush Advantage Collection® Round Conference Table,2 days 0 hrs 0 mins ,-584.36,369.34
2689,1537,2689,90426,2689,19/01/2013,21/01/2013,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",2 days 0 hrs 0 mins ,"2,259.41","3,274.50"
2690,193,2690,90430,2690,03/01/2010,05/01/2010,Panasonic KX-P2130 Dot Matrix Printer,2 days 0 hrs 0 mins ,-560.81,224.12
2691,2249,2691,86704,2691,13/04/2012,15/04/2012,Wilson Jones Impact Binders,2 days 0 hrs 0 mins ,-145.72,58.79
2692,967,2692,86179,2692,24/06/2013,26/06/2013,Deluxe Rollaway Locking File with Drawer,2 days 0 hrs 0 mins ,-131.67,830.43
2693,3354,2693,88590,2693,27/09/2010,29/09/2010,Avery 487,2 days 0 hrs 0 mins ,47.53,68.88
2694,2417,2694,86760,2694,30/06/2012,05/07/2012,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",5 days 0 hrs 0 mins ,176.98,57.95
2695,576,2695,88649,2695,16/06/2011,18/06/2011,TimeportP7382,2 days 0 hrs 0 mins ,-207.99,787.91
2696,1041,2696,87849,2696,06/02/2012,07/02/2012,5125,1 days 0 hrs 0 mins ,720.95,"1,316.16"
2697,3224,2697,86510,2697,04/02/2011,04/02/2011,Binder Posts,0 days 0 hrs 0 mins ,111.02,66.26
2698,3224,2698,86510,2698,04/02/2011,05/02/2011,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",1 days 0 hrs 0 mins ,50.49,19.61
2699,3224,2699,86510,2699,04/02/2011,05/02/2011,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1 days 0 hrs 0 mins ,103.19,302.93
2700,3224,2700,86510,2700,04/02/2011,05/02/2011,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",1 days 0 hrs 0 mins ,11.47,16.72
2701,3224,2701,86510,2701,04/02/2011,05/02/2011,iDEN i95,1 days 0 hrs 0 mins ,-89.28,116.32
2702,2341,2702,88996,2702,19/09/2013,19/09/2013,5125,0 days 0 hrs 0 mins ,"2,518.99","4,178.92"
2703,2342,2703,88996,2703,19/09/2013,21/09/2013,Electrix Halogen Magnifier Lamp,2 days 0 hrs 0 mins ,"1,688.28","2,446.78"
2704,3154,2704,86904,2704,09/11/2011,11/11/2011,Xerox 1897,2 days 0 hrs 0 mins ,395.33,44.35
2705,3154,2705,86904,2705,09/11/2011,09/11/2011,Accessory4,0 days 0 hrs 0 mins ,821.45,"1,538.48"
2706,753,2706,90438,2706,11/09/2010,11/09/2010,Avery 479,0 days 0 hrs 0 mins ,10.85,17.59
2707,753,2707,90438,2707,11/09/2010,13/09/2010,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",2 days 0 hrs 0 mins ,97.66,141.54
2708,1404,2708,86152,2708,25/12/2013,28/12/2013,"Global High-Back Leather Tilter, Burgundy",3 days 0 hrs 0 mins ,-402.39,"2,426.03"
2709,1408,2709,90446,2709,09/12/2012,12/12/2012,Flat Face Poster Frame,3 days 0 hrs 0 mins ,243.14,352.37
2710,1408,2710,90446,2710,09/12/2012,12/12/2012,Accessory41,3 days 0 hrs 0 mins ,439.71,637.26
2711,886,2711,89544,2711,12/12/2011,17/12/2011,Bevis Steel Folding Chairs,5 days 0 hrs 0 mins ,"1,297.53","4,739.84"
2712,886,2712,89544,2712,12/12/2011,16/12/2011,"Global Deluxe Stacking Chair, Gray",4 days 0 hrs 0 mins ,-22.65,27.61
2713,886,2713,89544,2713,12/12/2011,17/12/2011,"Dana Fluorescent Magnifying Lamp, White, 36""",5 days 0 hrs 0 mins ,-21.25,17.02
2714,2256,2714,87969,2714,01/03/2012,02/03/2012,R380,1 days 0 hrs 0 mins ,819.17,882.94
2715,3299,2715,87974,2715,02/06/2011,03/06/2011,Canon P1-DHIII Palm Printing Calculator,1 days 0 hrs 0 mins ,233.8,224.82
2716,3299,2716,87974,2716,02/06/2011,02/06/2011,Smead Adjustable Mobile File Trolley with Lockable Top,0 days 0 hrs 0 mins ,-15.08,"3,719.14"
