Sales,State or Province,City
224.48,Missouri,Ozark
5220.48,Washington,Edmonds
2606.59,Nebraska,Papillion
138.06,Virginia,Oakton
765.65,Virginia,Oakton
432.44,Vermont,Bennington
127.22,New Jersey,Ridgewood
810.47,Maine,Sanford
451.34,New York,Mount Vernon
1369.95,Florida,Lakeland
729.6,Louisiana,Monroe
86.8,Missouri,Independence
112.47,Maine,Bangor
125.41,Connecticut,Killingly Center
18.59,Utah,Roy
834.08,Utah,Roy
8171.38,Michigan,Lincoln Park
101.26,Michigan,Lincoln Park
501.58,Pennsylvania,Hanover
56.08,Pennsylvania,Hanover
285.67,Illinois,Forest Park
28.66,Utah,West Valley City
1022.42,Florida,Apopka
250.22,Florida,Apopka
56.7,Massachusetts,Andover
133.32,Massachusetts,Easton
74.96,California,San Francisco
1020.08,Colorado,Englewood
65.2,Colorado,Englewood
22.59,Colorado,Englewood
24.21,Wisconsin,Appleton
8.7,Nevada,North Las Vegas
3086.9,Iowa,Cedar Rapids
511.1,Rhode Island,North Kingstown
257.48,Virginia,Richmond
3194.99,Virginia,Richmond
748.13,Nevada,North Las Vegas
311.85,Nevada,North Las Vegas
359.73,Washington,Mount Vernon
6.35,Washington,Mount Vernon
40.16,Georgia,Albany
372.02,Georgia,Albany
248.58,Nevada,Sparks
70.89,Ohio,North Olmsted
2426.36,New York,Rochester
824,New York,Rochester
1347.53,New York,Rochester
356.27,Florida,Deland
6.49,Idaho,Boise
321.01,Washington,Cottage Lake
127.12,Washington,Mount Vernon
3627.08,Ohio,Lima
8.34,Ohio,Lorain
28.96,Idaho,Boise
2324.48,Maine,Lewiston
1805.9,Kentucky,Paducah
311.41,Kentucky,Paducah
361.72,North Carolina,New Bern
10.45,Florida,Boca Raton
139.97,California,Carlsbad
908.91,California,Carlsbad
62.46,Tennessee,Kingsport
46.34,California,Bakersfield
334.26,Texas,Amarillo
62.87,Texas,Amarillo
53.89,Wisconsin,Waukesha
1001.02,Wisconsin,Waukesha
1182.98,Maryland,Camp Springs
16.02,Maryland,Camp Springs
221.15,Maryland,Camp Springs
10.97,Maryland,Camp Springs
1561.65,Missouri,Joplin
134.1,Missouri,Joplin
97.77,Missouri,Joplin
107.9,Oregon,Corvallis
4086.5,Florida,Land O Lakes
460.87,Illinois,Batavia
29.5,Oregon,Lake Oswego
456.37,Pennsylvania,Chester
198.97,Pennsylvania,Chester
741.3,Maryland,Edgewood
48.91,Maryland,Edgewood
88.59,Connecticut,Colchester
36.31,New Jersey,Parsippany
506.51,California,Pomona
727.13,North Carolina,Salisbury
724.61,Iowa,Muscatine
74.63,New York,Harrison
10.14,New York,Harrison
32.67,California,Santa Clara
901.89,California,Santa Clara
197.66,Utah,Roy
80.32,Ohio,Hamilton
164.11,Minnesota,Red Wing
856.82,Georgia,Rome
30.64,Wisconsin,Franklin
102.9,North Carolina,Chapel Hill
73.36,North Carolina,Chapel Hill
446.22,North Carolina,Chapel Hill
29.82,Pennsylvania,Bethel Park
616.06,New York,Plainview
4035.94,Florida,Carol City
595.99,New Jersey,Hackensack
177.92,Georgia,Douglasville
3447.95,New Hampshire,Derry
897.87,California,Citrus Heights
129.38,California,Claremont
400.47,Texas,San Juan
22.11,Florida,Poinciana
268.98,Indiana,Michigan City
84.76,Arizona,Glendale
104.84,Arizona,Glendale
110.6,Louisiana,Alexandria
337.93,North Carolina,Wilmington
42.58,California,Menlo Park
294.97,New York,Jamestown
2458.05,New York,Jamestown
2465.75,New York,Jamestown
83.86,Utah,Pleasant Grove
15.48,Washington,Cottage Lake
724.65,Washington,Cottage Lake
10.26,Maryland,Ellicott City
8.48,Maryland,Essex
23.56,Maryland,Essex
21.9,Ohio,Shaker Heights
40.56,Iowa,Newton
1527.97,Michigan,Holland
110.86,Michigan,Holland
41.19,Oklahoma,Muskogee
66.02,Oklahoma,Muskogee
1497.22,Minnesota,Prior Lake
244.81,Minnesota,Prior Lake
4.55,Minnesota,Prior Lake
105.75,Texas,Mansfield
511.25,Georgia,Atlanta
547.29,Arkansas,Russellville
301.44,Nevada,Sparks
97.98,Michigan,Inkster
83.3,New Jersey,Camden
37.52,South Carolina,Taylors
748.88,Maryland,Waldorf
77.62,Florida,Bradenton
222.71,Alabama,Enterprise
220.52,Alabama,Enterprise
68.34,California,Carlsbad
522.22,Connecticut,Seymour
374.96,Ohio,Youngstown
562.93,California,Salinas
29.18,California,Salinas
101.26,Washington,Seattle
17.4,Washington,Seattle
1734.17,Florida,Land O Lakes
291.59,Idaho,Post Falls
74.44,Wisconsin,Kenosha
105.59,Wisconsin,La Crosse
75.66,Wisconsin,La Crosse
178.85,Kansas,Prairie Village
633.36,Illinois,Mundelein
11.04,Louisiana,Lafayette
174.33,Illinois,Kankakee
76.3,Illinois,Kankakee
243.32,New Hampshire,Goffstown
1170.21,Maine,Sanford
326.75,Kentucky,Danville
11.29,Kentucky,Danville
109.39,Texas,Spring
20.83,Ohio,Mentor
103.3,Ohio,Mentor
54.59,Vermont,Colchester
31.74,New Jersey,Madison
331.78,Michigan,Redford
40.95,Kansas,Shawnee
1155.73,Kansas,Shawnee
12.99,Virginia,Roanoke
59.4,Missouri,Kansas City
66.46,Missouri,Kansas City
138.51,California,Gilroy
183.44,Virginia,Harrisonburg
37.87,Florida,Delray Beach
83.3,Florida,Deltona
1349.01,California,Saratoga
18,Washington,Bremerton
495.82,Oregon,Corvallis
40.67,Georgia,Athens
30.7,Georgia,Athens
21.46,Florida,Altamonte Springs
3506.78,Florida,Altamonte Springs
267.69,Florida,Altamonte Springs
2307.26,Florida,Altamonte Springs
847.77,New Hampshire,Hudson
484.03,Arkansas,Pine Bluff
145.45,Nevada,North Las Vegas
188.02,Alabama,Vestavia Hills
33.6,Alabama,Vestavia Hills
637.37,Oklahoma,Tulsa
232.16,Oklahoma,Tulsa
14.9,Texas,Pharr
39.64,Texas,Pharr
1211.22,Idaho,Boise
88.32,Minnesota,Mankato
1296.54,Michigan,Trenton
1315.29,Michigan,Trenton
497.63,Louisiana,Shreveport
592.06,Georgia,Hinesville
272.23,Georgia,Kennesaw
112.67,Massachusetts,Ipswich
394.1,Connecticut,Norwich
166.11,California,Menlo Park
1085.17,Illinois,Kankakee
5647.74,Alabama,Talladega
16.73,Missouri,University City
63.93,Texas,Mansfield
63.48,Arizona,Oro Valley
47.64,Arizona,Oro Valley
117.75,New York,Jamestown
78.82,California,Lawndale
73.52,Utah,West Valley City
52.09,California,Eureka
698.5,Alabama,Gadsden
321.08,Alabama,Gadsden
1602.19,Texas,Spring
460.21,Texas,Spring
1935.36,Wyoming,Laramie
251.08,Pennsylvania,McKeesport
441.43,Michigan,Oak Park
1839.17,Michigan,Oak Park
1118.3,Michigan,Oak Park
67.18,Florida,Sarasota
355.84,Indiana,Crown Point
9.66,Illinois,Batavia
105.69,Illinois,Batavia
1355.97,Illinois,Belleville
101.47,Illinois,Belleville
34.99,Illinois,Belleville
297.03,Florida,Saint Petersburg
5183.89,Washington,Mount Vernon
36.09,Washington,Mount Vernon
430.02,Florida,Oviedo
69.36,Florida,Oviedo
41.11,Florida,Oviedo
658.62,California,San Carlos
6.06,New Hampshire,Bedford
895.67,Massachusetts,Grafton
416.69,New Jersey,Roselle
466.45,Indiana,Munster
6671.81,South Dakota,Watertown
136.25,Minnesota,Burnsville
33.53,Maine,Biddeford
480.37,Connecticut,Torrington
5845.81,Nebraska,La Vista
633.85,Nebraska,La Vista
308.38,Washington,Lacey
519.23,California,Laguna Hills
1245.31,California,Laguna Hills
1104.32,California,Thousand Oaks
149.8,California,Thousand Oaks
134.28,California,Hacienda Heights
115.4,South Carolina,Florence
142.56,Iowa,Iowa City
1241.31,Florida,Coral Springs
75.99,Florida,Coral Springs
2382.72,Illinois,Mundelein
874.1,Illinois,Urbana
129.38,Florida,Sarasota
274.66,Missouri,University City
78.59,Utah,Salt Lake City
497.11,Utah,Salt Lake City
1660.45,Indiana,Munster
568.25,Utah,Roy
126.66,Utah,Roy
26.55,Washington,Tacoma
427.68,Washington,Tacoma
115.53,Alabama,Birmingham
1302.98,Maryland,Cumberland
65.23,Oregon,Keizer
552.43,Oregon,Keizer
1284.24,Oregon,Keizer
1625.11,California,Menlo Park
456.73,New York,Roosevelt
49.37,South Carolina,Hilton Head Island
51.56,Texas,Port Arthur
17.24,Texas,Port Arthur
41.6,Minnesota,Prior Lake
33.16,Washington,Longview
377.85,Florida,Sarasota
866.55,California,Santa Monica
1779.95,California,Santa Monica
67.72,Maryland,Cumberland
934.74,Texas,Amarillo
168.8,Texas,Amarillo
22.48,Georgia,Marietta
570.89,Michigan,Redford
22.2,Maryland,Severna Park
21.3,North Carolina,Goldsboro
298.49,North Carolina,Goldsboro
259.32,North Carolina,Goldsboro
66.02,Washington,Edmonds
130.74,South Dakota,Rapid City
49.87,South Dakota,Rapid City
1724.82,Idaho,Nampa
158.26,Colorado,Durango
62.16,Colorado,Durango
6426.13,Illinois,Elmhurst
60.73,Illinois,Elmhurst
842.37,Illinois,Elmhurst
302.01,Indiana,Richmond
47.69,Indiana,Schererville
971.88,Ohio,Huber Heights
48.74,Kansas,Prairie Village
55.71,Utah,Spanish Fork
152.12,Indiana,South Bend
2359.25,Connecticut,Southbury
31.7,Massachusetts,Stoughton
1607.81,Connecticut,Waterbury
151.77,Pennsylvania,Altoona
57.13,Pennsylvania,Altoona
990.83,Washington,Redmond
3.42,New Jersey,Fort Lee
130.62,Louisiana,Baton Rouge
6945.16,Louisiana,Baton Rouge
30.94,Louisiana,Baton Rouge
502.35,Oregon,Oregon City
19.8,Oregon,Oregon City
1135.17,Oregon,Oregon City
20.4,New Mexico,Clovis
610.65,Texas,Cedar Park
699.24,Texas,Cedar Park
2346.03,Texas,Cedar Park
21.34,Missouri,Saint Louis
81.14,Virginia,Rose Hill
6.31,Louisiana,Monroe
29.37,Oregon,Pendleton
1026.24,Oregon,Pendleton
51.51,Florida,Oakland Park
25.94,Ohio,Euclid
190.19,Ohio,Euclid
57.34,Maryland,Camp Springs
101.32,Wisconsin,Waukesha
34.88,Wisconsin,Wausau
65.69,Utah,Draper
88.13,Illinois,Springfield
1887.63,Oklahoma,Tulsa
30.03,Iowa,Sioux City
32.46,Colorado,Louisville
548.06,Washington,Puyallup
547.08,California,Escondido
4.31,California,Escondido
32.32,California,Escondido
37.6,Florida,Palm Coast
391.51,South Carolina,Taylors
9.23,South Carolina,Taylors
887.32,Pennsylvania,King of Prussia
248.22,Pennsylvania,King of Prussia
109.87,Pennsylvania,King of Prussia
1301.7,Arizona,Mesa
141.26,Iowa,Cedar Rapids
375.89,Minnesota,Saint Paul
16.98,Wisconsin,Neenah
3838.14,Oregon,Grants Pass
506.39,Kansas,Emporia
192.49,Texas,The Colony
1350.94,Massachusetts,Sudbury
12.18,Montana,Great Falls
139.34,Tennessee,Kingsport
289.67,Mississippi,Biloxi
336.25,Mississippi,Biloxi
1869.09,Minnesota,Woodbury
28.32,Minnesota,Saint Paul
2309.49,Minnesota,Saint Paul
488.84,Minnesota,Saint Paul
25.43,Minnesota,Saint Paul
198.73,Minnesota,Saint Paul
69.89,Ohio,Medina
2327.54,Illinois,Crystal Lake
5043.8,Illinois,Crystal Lake
804.04,Illinois,Crystal Lake
2518.37,Virginia,Fairfax
3936.61,Florida,Ponte Vedra Beach
78.31,Florida,Ponte Vedra Beach
42.46,Florida,Ponte Vedra Beach
1416.66,Washington,Elk Plain
62.69,Louisiana,Shreveport
34.13,Washington,Bellevue
12.18,Illinois,Buffalo Grove
1181.67,Kansas,Garden City
29.93,Kansas,Garden City
41.96,California,Goleta
240.46,California,Hacienda Heights
74.08,California,Hacienda Heights
47.2,Tennessee,Nashville
1858.7,Tennessee,Nashville
101.65,Maryland,Dundalk
98.43,Maryland,Dundalk
159.26,California,Moreno Valley
475.21,Florida,Hialeah
37.92,New Hampshire,Keene
53.64,California,Manteca
4129.7,California,Manteca
1350.94,Kansas,Hutchinson
192.49,Kansas,Hutchinson
1869.09,Kansas,Hutchinson
219.66,California,La Mesa
43.98,Oklahoma,Bartlesville
3722.41,Colorado,Thornton
1033.56,Texas,Amarillo
395.61,Connecticut,Naugatuck
357.74,Maine,Sanford
306.94,North Carolina,Hickory
26.44,Washington,Longview
464.06,Washington,Longview
116.14,Arizona,Sierra Vista
323.85,Missouri,Columbia
14.21,Alabama,Mobile
783.96,California,San Jose
771.99,Vermont,South Burlington
33.17,Maine,West Scarborough
26.59,Texas,Edinburg
57.99,Texas,El Paso
99.69,Florida,Palm Beach Gardens
152.49,Florida,Palm Beach Gardens
536.23,California,Moreno Valley
915.7,Georgia,Douglasville
21.96,California,San Carlos
93.09,Michigan,Southgate
1527.36,North Carolina,Chapel Hill
431.43,Tennessee,Hendersonville
34.97,Iowa,Newton
308.86,Iowa,Newton
266.66,Connecticut,Greenwich
103.88,Massachusetts,Palmer
4776.61,California,West Hollywood
3144.64,North Dakota,Bismarck
112.16,North Dakota,Fargo
124.79,North Dakota,Fargo
1224.51,Idaho,Nampa
4375.13,Wisconsin,Franklin
8898.91,Wisconsin,Franklin
1413.93,Wisconsin,Franklin
2055.97,Wisconsin,Franklin
20.51,Iowa,Cedar Rapids
594.5,Iowa,Clinton
78.08,Texas,Harker Heights
75.88,Ohio,North Ridgeville
714.88,Kansas,Hutchinson
191.73,Wisconsin,Green Bay
389.77,Indiana,Greenwood
245.55,Indiana,Greenwood
40.47,New Jersey,South Plainfield
377.44,Illinois,Burbank
200.76,Washington,Bellevue
151.9,Washington,Bellevue
19.46,Washington,Bellevue
58.73,Washington,Bellevue
52.93,Washington,Seattle
59.56,California,La Mesa
571.16,Ohio,Dublin
51.47,Ohio,Dublin
1019.6,Ohio,Dublin
77.62,Michigan,Royal Oak
879.53,Texas,Mesquite
5388.74,Illinois,Rockford
2861.53,Alabama,Enterprise
329.49,Alabama,Enterprise
374.6,South Carolina,Rock Hill
94.3,Florida,Royal Palm Beach
341.95,Illinois,Rockford
31.41,Illinois,Rockford
894.64,California,Fairfield
4573.53,California,San Carlos
143.71,California,San Carlos
333.3,Louisiana,New Orleans
112.85,Minnesota,Mankato
194.87,Minnesota,Mankato
517.68,Texas,Denton
10.06,Maryland,Bowie
157.64,Maryland,Dundalk
42.16,Maryland,Dundalk
693.46,Virginia,Virginia Beach
131.79,Virginia,Annandale
924.26,Virginia,Annandale
118.57,California,Torrance
79.47,California,Torrance
627.28,California,Torrance
85.26,Arkansas,Texarkana
37.89,Kansas,Newton
343.79,Virginia,Reston
113.25,California,San Gabriel
39.15,Utah,Spanish Fork
221.01,Connecticut,Colchester
30.9,Iowa,Mason City
2363.08,Iowa,Mason City
328.45,Iowa,Mason City
2434.65,Arkansas,Searcy
10.07,New York,Deer Park
38.15,New Jersey,Hawthorne
13.73,South Carolina,Aiken
9.68,Maryland,Odenton
61.88,Maryland,Olney
143.99,Illinois,East Saint Louis
200.29,Illinois,Oak Park
106.69,Michigan,Grand Rapids
1057.2,Washington,Vancouver
77.89,Washington,Vancouver
44.63,Maryland,Dundalk
158.13,Indiana,Highland
163.01,Pennsylvania,Lancaster
134.51,Indiana,Lafayette
5602.72,Indiana,Lafayette
2104.99,Arizona,Oro Valley
29.08,Alabama,Vestavia Hills
2569.57,Alabama,Vestavia Hills
1334.94,Oregon,Keizer
35.3,Michigan,Redford
366.1,Utah,Kearns
534.53,Maryland,Glen Burnie
161.48,Michigan,Grand Rapids
334.29,Illinois,Lansing
96.56,California,Hacienda Heights
899.81,Georgia,Forest Park
629.04,North Carolina,Salisbury
125.9,Tennessee,Gallatin
227,Tennessee,Kingsport
62.12,Tennessee,Kingsport
26.84,Oregon,Tigard
1320.05,Oregon,Tigard
278.42,Idaho,Meridian
1832.71,Idaho,Meridian
10.48,Idaho,Meridian
599.03,Maine,Gorham
2768.4,Vermont,Bennington
83.68,New Jersey,Garfield
101.87,Massachusetts,New Bedford
113.44,Washington,Edmonds
73.29,California,Calexico
132.37,Idaho,Eagle
551.14,Wisconsin,Milwaukee
4.83,North Dakota,Fargo
182.79,Colorado,Aurora
885,Alabama,Birmingham
4803.46,Alabama,Birmingham
49.08,Colorado,Wheat Ridge
2931.03,Colorado,Wheat Ridge
1232.01,California,Santa Clara
65.86,Tennessee,Smyrna
36.22,South Carolina,Aiken
88.15,Ohio,Elyria
48.69,Ohio,Elyria
4648.35,Illinois,Alton
94.04,New Mexico,Albuquerque
147.4,Washington,Spanaway
39.7,Washington,Spanaway
11.44,Washington,Spanaway
53.92,Ohio,East Cleveland
852.53,California,La Mesa
84.95,Illinois,Forest Park
593.33,Rhode Island,Cranston
88.84,Connecticut,New Britain
132.72,Pennsylvania,Monroeville
132.7,California,East Los Angeles
20.68,California,East Los Angeles
814.88,New Hampshire,Salem
117.19,New Jersey,Union
1495.76,Ohio,Fairborn
694.35,Indiana,Lafayette
76.17,Indiana,Lawrence
47.01,Indiana,Lawrence
56.03,Florida,Saint Petersburg
78.94,Massachusetts,Lawrence
288.44,Michigan,Adrian
260,Wisconsin,Muskego
153.61,Michigan,Eastpointe
1063.81,Michigan,Farmington Hills
4.95,Georgia,Rome
461.24,Georgia,Rome
1724.29,Indiana,Michigan City
32.68,Indiana,Michigan City
3567.15,Indiana,Mishawaka
1252,Indiana,Mishawaka
59.75,Michigan,Midland
4382.25,Ohio,Massillon
54.85,Wisconsin,Janesville
40.45,Wisconsin,Janesville
199.82,Texas,Corsicana
1162.03,Texas,Corsicana
122.93,South Carolina,Hilton Head Island
49.95,Virginia,Roanoke
115.65,Virginia,Springfield
388.63,Nebraska,Bellevue
114.37,Maryland,Waldorf
4805.53,Maryland,Waldorf
23.81,Florida,Apopka
636.63,Florida,Apopka
405.31,Illinois,Rockford
47.71,Illinois,Waukegan
76.32,Texas,Arlington
798.88,Texas,Arlington
55.95,Pennsylvania,Wilkinsburg
321.9,Illinois,Orland Park
1440.34,New York,Watertown
337.59,Iowa,Bettendorf
215.32,Iowa,Burlington
382.85,Iowa,Burlington
1278.96,Wisconsin,Oak Creek
66.32,Maine,Lewiston
100.38,Connecticut,Stratford
32.51,Utah,Murray
155.59,Utah,Murray
129.86,New Jersey,Dumont
587.14,Maryland,Dundalk
17.33,Washington,Walla Walla
989.26,Wisconsin,La Crosse
187.52,Wisconsin,La Crosse
61.46,Wisconsin,La Crosse
102.56,Wisconsin,Madison
3363.53,California,Vallejo
40.87,California,Los Altos
412.6,New York,East Meadow
440.06,Pennsylvania,Lancaster
1610.84,Wisconsin,Eau Claire
94.47,New Hampshire,Hampton
8.66,Wyoming,Rock Springs
3501.79,California,Twentynine Palms
63.04,California,Twentynine Palms
522.27,Arkansas,North Little Rock
164.27,Arkansas,North Little Rock
129,Arkansas,North Little Rock
242.21,Michigan,Taylor
105.09,Delaware,Dover
1370.79,California,Twentynine Palms
14.31,Iowa,Newton
300.67,Mississippi,Biloxi
117.53,New Jersey,Ewing
168.53,New Jersey,Woodbridge
23.24,California,Brentwood
85.99,Iowa,Dubuque
513.93,Iowa,Dubuque
148.34,Ohio,Mount Vernon
175.64,Florida,Panama City
80.2,Washington,Pullman
584.88,Texas,Harlingen
139.11,Texas,Harlingen
1545.58,Arizona,Oro Valley
353.1,Arizona,Peoria
1792.62,Montana,Billings
176.86,Montana,Billings
40.29,Ohio,Mount Vernon
426.67,Ohio,Mount Vernon
127.7,Michigan,Mount Pleasant
1719.79,Oklahoma,Enid
293.31,Delaware,Dover
50.73,Delaware,Dover
28.35,Texas,Mesquite
27.15,Texas,Mesquite
2102.16,Michigan,Taylor
554.64,Arkansas,Russellville
158.87,Washington,Kirkland
21.1,Washington,Tacoma
334.19,Illinois,Carol Stream
36.54,Illinois,East Saint Louis
1799.65,Illinois,East Saint Louis
161.13,Washington,Kirkland
334.4,Washington,Kirkland
31.79,Indiana,Crown Point
421.24,Minnesota,Hopkins
369.34,Minnesota,Hopkins
3274.5,Minnesota,Hopkins
224.12,Utah,Layton
58.79,Pennsylvania,Scranton
830.43,Massachusetts,Boston
68.88,California,Calexico
57.95,Virginia,Oakton
787.91,California,Pomona
1316.16,California,Woodland
66.26,Tennessee,Gallatin
19.61,Tennessee,Gallatin
302.93,Tennessee,Gallatin
16.72,Tennessee,Gallatin
116.32,Tennessee,Gallatin
4178.92,Illinois,Glen Ellyn
2446.78,Illinois,Glendale Heights
44.35,Florida,Saint Petersburg
1538.48,Florida,Saint Petersburg
17.59,Arizona,Prescott
141.54,Arizona,Prescott
2426.03,Michigan,Ann Arbor
352.37,Texas,Wylie
637.26,Texas,Wylie
4739.84,Texas,Arlington
27.61,Texas,Arlington
17.02,Texas,Arlington
882.94,North Carolina,New Bern
224.82,Florida,Riviera Beach
3719.14,Florida,Riviera Beach
9.5,Iowa,Burlington
4144.76,Iowa,Burlington
151.46,Oklahoma,Enid
435.83,Oklahoma,Enid
159.51,Minnesota,Roseville
1838.85,Minnesota,Roseville
58.99,Oklahoma,Enid
561.65,Texas,Georgetown
55.6,Texas,Grand Prairie
2099.61,Texas,Grand Prairie
96.6,Texas,Grand Prairie
1224.1,Virginia,Petersburg
337.24,Virginia,Petersburg
932.4,Oklahoma,Ponca City
10.3,Oklahoma,Ponca City
133.46,Oklahoma,Shawnee
94.5,Oklahoma,Shawnee
1281.73,Oklahoma,Shawnee
619.94,California,San Carlos
171.88,Texas,Texarkana
1570.09,Illinois,Orland Park
309.09,Missouri,University City
118.75,Indiana,Lawrence
277.31,Vermont,South Burlington
1336.57,Ohio,Fairborn
144.49,South Dakota,Brookings
9.2,South Dakota,Brookings
30.96,Vermont,Burlington
7.37,Illinois,Downers Grove
81.48,Georgia,Peachtree City
80.53,Georgia,Peachtree City
67.46,Minnesota,Red Wing
124.64,Washington,Pullman
1129.67,Minnesota,Coon Rapids
94.52,Minnesota,Coon Rapids
65.29,New Mexico,Roswell
78.69,Arizona,Tempe
11039.74,Illinois,Mundelein
252.35,Mississippi,Jackson
5.73,Mississippi,Jackson
203.87,New York,Centereach
5668.64,New York,Centereach
350.03,Colorado,Fountain
305.71,Montana,Bozeman
985.97,Florida,Ponte Vedra Beach
78.42,Florida,Ponte Vedra Beach
356.95,Nebraska,Bellevue
53.11,Nebraska,Fremont
977.41,Nebraska,Fremont
296.75,Ohio,Stow
241.3,Nevada,North Las Vegas
129.62,Nevada,North Las Vegas
718.47,Florida,Tallahassee
602.6,Florida,Tallahassee
826.78,Florida,Tallahassee
2478.35,Illinois,Carpentersville
894.58,California,Rancho Cucamonga
483.59,California,Redding
638.44,New Jersey,Hopatcong
837.57,Ohio,Troy
56.22,Ohio,Troy
19.67,Illinois,Elgin
1856.42,Texas,Lubbock
28.13,Michigan,Inkster
36,New Jersey,Carteret
2089.9,California,Rancho Cucamonga
798.89,Washington,Lacey
87.69,Mississippi,Meridian
1058.37,California,San Clemente
85.52,California,San Clemente
5.21,Louisiana,Marrero
437.77,Louisiana,Marrero
62.6,Louisiana,Marrero
53.56,Utah,Magna
189.35,Utah,Magna
1070.01,Utah,Magna
169.46,North Carolina,Salisbury
163.52,North Carolina,Salisbury
94.28,New Hampshire,Derry
48.25,Mississippi,Hattiesburg
5376.69,Illinois,Wilmette
167.26,Illinois,Wilmette
2115.06,California,Rancho Cucamonga
774.87,Oregon,Keizer
39.85,California,Fairfield
972.5,Minnesota,Prior Lake
371.68,Louisiana,Monroe
136.41,Louisiana,New Iberia
12.76,Texas,College Station
260.58,Michigan,Troy
413.73,Texas,Grand Prairie
285.87,Illinois,Wilmette
20.37,Illinois,Woodridge
5.67,Indiana,Indianapolis
17.98,Indiana,Indianapolis
34.39,Indiana,Indianapolis
22.18,Indiana,Jeffersonville
95.95,Alabama,Opelika
23.02,Tennessee,Brentwood
26.88,Tennessee,Brentwood
191.83,Tennessee,Brentwood
380.62,Kansas,Hutchinson
33.1,Texas,Brownsville
550.11,Maryland,Camp Springs
42.5,Florida,Ponte Vedra Beach
15.48,New Jersey,Morristown
4.69,Connecticut,Norwich
408.66,South Carolina,Hilton Head Island
229.63,Mississippi,Long Beach
47.16,Texas,El Paso
68.24,Texas,El Paso
225.76,Virginia,Danville
1592.97,Virginia,Danville
134.24,Michigan,Owosso
1701.21,Nevada,Reno
31.71,Florida,Oakland Park
2509.33,Illinois,Elk Grove Village
42.89,Illinois,Elk Grove Village
983.69,California,Moreno Valley
178.34,New Jersey,New Milford
107.65,Indiana,Indianapolis
25.15,Indiana,Jeffersonville
19.17,California,Encinitas
34.58,California,Encinitas
699.89,Virginia,Alexandria
83.05,New Jersey,Bridgeton
348.08,New York,Shirley
42.56,Texas,Huntsville
105.03,Washington,Covington
821.17,Vermont,Rutland
49.02,Ohio,Columbus
1788.56,New Hampshire,Rochester
50.07,California,Redlands
67.86,Texas,San Antonio
747.28,Texas,San Antonio
121.53,South Carolina,Hilton Head Island
269.54,Indiana,South Bend
108.17,Indiana,South Bend
302.75,Ohio,Boardman
1231.03,Ohio,Boardman
462.34,Vermont,Essex Junction
11834.98,Washington,Bellevue
3092.54,Washington,Bellingham
190.31,Washington,Bellingham
292.71,Georgia,Evans
251.01,New York,Glen Cove
19.47,California,Riverside
165.56,Kansas,Emporia
199.53,California,Calexico
37.05,California,Calexico
1828.22,New York,Ossining
155.17,New York,Ossining
207.31,Illinois,Danville
143.12,Illinois,Danville
243.04,Washington,Burien
6.3,Washington,Burien
4531.22,Massachusetts,South Boston
848.25,Massachusetts,Taunton
347.44,Illinois,Lombard
67.64,North Dakota,Mandan
240.42,North Dakota,Mandan
184.4,North Dakota,Mandan
31.55,California,Menlo Park
63.28,Nebraska,Fremont
257.94,Nebraska,Fremont
243.95,Illinois,Rockford
26.22,Maryland,Aspen Hill
4191.93,Ohio,Fairborn
1166.13,Rhode Island,Westerly
42.02,New Hampshire,Merrimack
19.29,Michigan,Madison Heights
5226.72,Maryland,Olney
278.58,Texas,Lancaster
64.19,Oklahoma,Lawton
16.82,Nebraska,Omaha
266.25,Nebraska,Omaha
36.27,Ohio,Findlay
441.74,Texas,Conroe
42.12,Oklahoma,Owasso
109.12,Ohio,Mentor
53.02,Maine,Bangor
57.78,Massachusetts,Andover
439.13,Rhode Island,Central Falls
103.34,New Jersey,Roselle
97.65,Texas,Flower Mound
1018.61,Texas,Flower Mound
91.31,Kansas,Olathe
53.54,California,Vallejo
115.83,Pennsylvania,Norristown
44,New York,Port Chester
549.7,New York,Port Chester
92.11,Florida,Port Saint Lucie
13.1,Florida,Port Saint Lucie
156.75,Florida,Port Saint Lucie
974.14,North Carolina,Garner
75.26,North Carolina,Garner
13.92,Louisiana,Baton Rouge
173.29,California,Pomona
11.86,California,Pomona
8.49,California,Moreno Valley
2038.88,California,Moreno Valley
11.46,New Jersey,Linden
56.59,Tennessee,Smyrna
435.66,Oklahoma,Lawton
148.45,California,Manteca
152.54,California,Manteca
829.67,Indiana,Fort Wayne
945.44,Indiana,Fort Wayne
29.08,Michigan,Grand Rapids
367.17,New Mexico,Clovis
92.08,New Mexico,Clovis
266.78,New Mexico,Clovis
202.98,Virginia,Springfield
750.94,Texas,Port Arthur
394.4,Texas,Port Arthur
515.52,Maryland,Randallstown
44.85,Maryland,Randallstown
53.21,Tennessee,Chattanooga
122.8,Tennessee,Chattanooga
7045.02,Minnesota,Mankato
334.42,Ohio,Stow
74.02,California,Palm Springs
38.79,Pennsylvania,Hanover
104.5,Illinois,Danville
193.88,Maryland,Bowie
1391.4,Maryland,Randallstown
17.63,New Jersey,Tinton Falls
101.73,Texas,El Paso
1059.38,Ohio,Kettering
20.63,Florida,Belle Glade
22.14,Florida,Belle Glade
40.76,Florida,Belle Glade
39.98,Pennsylvania,Mount Lebanon
379.72,Arkansas,Van Buren
267.92,Louisiana,Lake Charles
623.88,Louisiana,Lake Charles
623.18,Louisiana,Lake Charles
854.46,Alabama,Oxford
133.69,Illinois,Highland Park
71.78,Illinois,Highland Park
