Sales,Year
40.93,2010
269.6,2012
135.95,2012
22.92,2010
32.45,2011
82.97,2011
57.84,2010
1425.71,2010
120.07,2012
88.64,2010
238.97,2013
21.06,2013
67.71,2013
1304.9,2013
58.06,2012
153.46,2012
82.02,2013
58.26,2011
154.84,2011
113.59,2013
50.75,2012
2230.38,2012
8637.44,2010
120.68,2012
285.27,2012
87.1,2010
736.86,2010
6009.36,2012
9157.79,2011
640.71,2010
659.6,2010
4908.49,2011
199.65,2011
12.77,2013
108.46,2013
74.34,2011
1878.12,2011
26.95,2011
13.93,2010
22.77,2011
1102.45,2012
62.59,2012
225.5,2013
682.64,2013
51.81,2013
62.36,2012
5.58,2012
208.67,2012
378.82,2010
152.18,2010
53.11,2011
20.39,2011
509.39,2011
562.96,2011
1010.62,2011
22.13,2010
34.17,2010
94.2,2010
52.93,2010
75.61,2010
240.64,2013
329.83,2013
2310.91,2013
147.26,2012
163.56,2011
533.51,2012
173.5,2012
533.81,2011
46.85,2013
174.1,2011
83.72,2010
37.86,2011
1106.37,2012
435.53,2012
720.56,2012
840.36,2011
3231.78,2011
296.97,2013
2.77,2010
62.42,2013
112.88,2012
40.7,2012
152.26,2012
24.92,2011
13.52,2011
484.91,2011
112.37,2011
3074.12,2011
35.59,2011
27.24,2011
44.62,2013
1583.9,2013
352.82,2013
57.35,2013
37.71,2013
485.11,2013
3198.1,2012
151.27,2010
10.51,2010
44.29,2012
121.83,2011
421.49,2011
486.81,2012
89.17,2012
42.58,2013
224.48,2011
5220.48,2010
2606.59,2012
138.06,2013
765.65,2010
432.44,2010
127.22,2010
810.47,2010
451.34,2011
1369.95,2011
729.6,2011
86.8,2010
112.47,2012
125.41,2012
18.59,2010
834.08,2010
8171.38,2013
101.26,2013
501.58,2011
56.08,2011
285.67,2011
28.66,2010
1022.42,2011
250.22,2011
56.7,2013
133.32,2013
74.96,2013
1020.08,2010
65.2,2010
22.59,2010
24.21,2012
8.7,2013
3086.9,2011
511.1,2012
257.48,2010
3194.99,2010
748.13,2013
311.85,2013
359.73,2011
6.35,2011
40.16,2011
372.02,2011
248.58,2012
70.89,2011
2426.36,2010
824,2010
1347.53,2010
356.27,2013
6.49,2011
321.01,2012
127.12,2010
3627.08,2010
8.34,2010
28.96,2011
2324.48,2013
1805.9,2010
311.41,2010
361.72,2010
10.45,2013
139.97,2012
908.91,2012
62.46,2010
46.34,2012
334.26,2013
62.87,2013
53.89,2010
1001.02,2010
1182.98,2012
16.02,2012
221.15,2012
10.97,2012
1561.65,2012
134.1,2012
97.77,2012
107.9,2011
4086.5,2010
460.87,2010
29.5,2010
456.37,2011
198.97,2011
741.3,2011
48.91,2011
88.59,2011
36.31,2011
506.51,2011
727.13,2013
724.61,2011
74.63,2011
10.14,2011
32.67,2011
901.89,2011
197.66,2013
80.32,2012
164.11,2013
856.82,2013
30.64,2013
102.9,2013
73.36,2013
446.22,2013
29.82,2013
616.06,2013
4035.94,2012
595.99,2013
177.92,2013
3447.95,2011
897.87,2011
129.38,2011
400.47,2010
22.11,2013
268.98,2011
84.76,2010
104.84,2010
110.6,2012
337.93,2012
42.58,2010
294.97,2010
2458.05,2010
2465.75,2010
83.86,2010
15.48,2013
724.65,2013
10.26,2012
8.48,2012
23.56,2012
21.9,2013
40.56,2011
1527.97,2010
110.86,2010
41.19,2013
66.02,2013
1497.22,2010
244.81,2010
4.55,2010
105.75,2010
511.25,2010
547.29,2012
301.44,2013
97.98,2010
83.3,2011
37.52,2013
748.88,2013
77.62,2013
222.71,2010
220.52,2010
68.34,2010
522.22,2010
374.96,2012
562.93,2010
29.18,2010
101.26,2010
17.4,2010
1734.17,2011
291.59,2011
74.44,2013
105.59,2013
75.66,2013
178.85,2013
633.36,2012
11.04,2011
174.33,2012
76.3,2012
243.32,2010
1170.21,2010
326.75,2013
11.29,2013
109.39,2013
20.83,2012
103.3,2012
54.59,2012
31.74,2012
331.78,2011
40.95,2010
1155.73,2010
12.99,2013
59.4,2010
66.46,2010
138.51,2010
183.44,2012
37.87,2012
83.3,2012
1349.01,2011
18,2013
495.82,2010
40.67,2011
30.7,2011
21.46,2010
3506.78,2010
267.69,2010
2307.26,2010
847.77,2013
484.03,2013
145.45,2013
188.02,2012
33.6,2012
637.37,2010
232.16,2010
14.9,2010
39.64,2010
1211.22,2012
88.32,2012
1296.54,2013
1315.29,2013
497.63,2012
592.06,2013
272.23,2013
112.67,2011
394.1,2011
166.11,2013
1085.17,2013
5647.74,2011
16.73,2011
63.93,2010
63.48,2010
47.64,2010
117.75,2011
78.82,2012
73.52,2012
52.09,2010
698.5,2011
321.08,2011
1602.19,2011
460.21,2011
1935.36,2012
251.08,2012
441.43,2011
1839.17,2011
1118.3,2011
67.18,2012
355.84,2010
9.66,2012
105.69,2012
1355.97,2012
101.47,2012
34.99,2012
297.03,2012
5183.89,2010
36.09,2010
430.02,2011
69.36,2011
41.11,2011
658.62,2010
6.06,2013
895.67,2013
416.69,2013
466.45,2012
6671.81,2011
136.25,2010
33.53,2012
480.37,2012
5845.81,2010
633.85,2010
308.38,2011
519.23,2011
1245.31,2011
1104.32,2010
149.8,2010
134.28,2012
115.4,2012
142.56,2011
1241.31,2012
75.99,2012
2382.72,2010
874.1,2012
129.38,2011
274.66,2013
78.59,2010
497.11,2010
1660.45,2012
568.25,2010
126.66,2010
26.55,2012
427.68,2012
115.53,2010
1302.98,2010
65.23,2011
552.43,2011
1284.24,2011
1625.11,2011
456.73,2013
49.37,2011
51.56,2013
17.24,2013
41.6,2010
33.16,2012
377.85,2013
866.55,2012
1779.95,2012
67.72,2013
934.74,2013
168.8,2013
22.48,2010
570.89,2013
22.2,2012
21.3,2013
298.49,2013
259.32,2013
66.02,2010
130.74,2010
49.87,2010
1724.82,2013
158.26,2013
62.16,2013
6426.13,2013
60.73,2013
842.37,2013
302.01,2012
47.69,2012
971.88,2011
48.74,2013
55.71,2013
152.12,2012
2359.25,2013
31.7,2013
1607.81,2013
151.77,2010
57.13,2010
990.83,2013
3.42,2010
130.62,2010
6945.16,2010
30.94,2010
502.35,2011
19.8,2011
1135.17,2011
20.4,2011
610.65,2010
699.24,2010
2346.03,2010
21.34,2010
81.14,2010
6.31,2012
29.37,2012
1026.24,2012
51.51,2012
25.94,2011
190.19,2011
57.34,2010
101.32,2013
34.88,2013
65.69,2010
88.13,2012
1887.63,2013
30.03,2012
32.46,2013
548.06,2011
547.08,2012
4.31,2012
32.32,2012
37.6,2013
391.51,2012
9.23,2012
887.32,2011
248.22,2011
109.87,2011
1301.7,2011
141.26,2011
375.89,2013
16.98,2012
3838.14,2010
506.39,2013
192.49,2010
1350.94,2010
12.18,2011
139.34,2012
289.67,2012
336.25,2012
1869.09,2012
28.32,2010
2309.49,2010
488.84,2013
25.43,2013
198.73,2013
69.89,2010
2327.54,2012
5043.8,2012
804.04,2012
2518.37,2013
3936.61,2010
78.31,2010
42.46,2010
1416.66,2012
62.69,2011
34.13,2011
12.18,2010
1181.67,2010
29.93,2010
41.96,2010
240.46,2010
74.08,2010
47.2,2013
1858.7,2013
101.65,2012
98.43,2012
159.26,2011
475.21,2011
37.92,2011
53.64,2011
4129.7,2011
1350.94,2012
192.49,2012
1869.09,2012
219.66,2010
43.98,2011
3722.41,2010
1033.56,2010
395.61,2011
357.74,2011
306.94,2012
26.44,2011
464.06,2011
116.14,2012
323.85,2011
14.21,2012
783.96,2012
771.99,2012
33.17,2012
26.59,2011
57.99,2011
99.69,2010
152.49,2010
536.23,2010
915.7,2012
21.96,2010
93.09,2011
1527.36,2012
431.43,2010
34.97,2010
308.86,2010
266.66,2012
103.88,2012
4776.61,2012
3144.64,2012
112.16,2012
124.79,2012
1224.51,2013
4375.13,2012
8898.91,2012
1413.93,2012
2055.97,2012
20.51,2012
594.5,2012
78.08,2010
75.88,2011
714.88,2013
191.73,2010
389.77,2011
245.55,2011
40.47,2012
377.44,2010
200.76,2013
151.9,2013
19.46,2013
58.73,2013
52.93,2010
59.56,2013
571.16,2013
51.47,2013
1019.6,2013
77.62,2013
879.53,2011
5388.74,2011
2861.53,2011
329.49,2011
374.6,2010
94.3,2010
341.95,2012
31.41,2012
894.64,2010
4573.53,2011
143.71,2011
333.3,2013
112.85,2013
194.87,2013
517.68,2010
10.06,2011
157.64,2010
42.16,2010
693.46,2011
131.79,2011
924.26,2011
118.57,2010
79.47,2010
627.28,2010
85.26,2010
37.89,2010
343.79,2010
113.25,2012
39.15,2010
221.01,2013
30.9,2010
2363.08,2010
328.45,2010
2434.65,2012
10.07,2012
38.15,2012
13.73,2011
9.68,2011
61.88,2011
143.99,2011
200.29,2012
106.69,2011
1057.2,2012
77.89,2012
44.63,2013
158.13,2010
163.01,2010
134.51,2011
5602.72,2011
2104.99,2010
29.08,2010
2569.57,2010
1334.94,2011
35.3,2012
366.1,2013
534.53,2011
161.48,2012
334.29,2013
96.56,2013
899.81,2010
629.04,2013
125.9,2010
227,2012
62.12,2012
26.84,2011
1320.05,2011
278.42,2013
1832.71,2013
10.48,2013
599.03,2010
2768.4,2013
83.68,2013
101.87,2013
113.44,2010
73.29,2011
132.37,2011
551.14,2012
4.83,2013
182.79,2013
885,2011
4803.46,2011
49.08,2012
2931.03,2012
1232.01,2010
65.86,2013
36.22,2012
88.15,2012
48.69,2012
4648.35,2013
94.04,2013
147.4,2011
39.7,2011
11.44,2011
53.92,2013
852.53,2010
84.95,2013
593.33,2010
88.84,2010
132.72,2012
132.7,2011
20.68,2011
814.88,2011
117.19,2011
1495.76,2013
694.35,2013
76.17,2013
47.01,2013
56.03,2012
78.94,2012
288.44,2013
260,2010
153.61,2010
1063.81,2010
4.95,2010
461.24,2010
1724.29,2013
32.68,2013
3567.15,2013
1252,2013
59.75,2010
4382.25,2013
54.85,2013
40.45,2013
199.82,2012
1162.03,2012
122.93,2010
49.95,2011
115.65,2011
388.63,2013
114.37,2011
4805.53,2011
23.81,2013
636.63,2013
405.31,2011
47.71,2011
76.32,2011
798.88,2011
55.95,2012
321.9,2012
1440.34,2010
337.59,2010
215.32,2010
382.85,2010
1278.96,2010
66.32,2010
100.38,2010
32.51,2012
155.59,2012
129.86,2013
587.14,2013
17.33,2012
989.26,2012
187.52,2012
61.46,2012
102.56,2012
3363.53,2010
40.87,2011
412.6,2013
440.06,2013
1610.84,2010
94.47,2012
8.66,2010
3501.79,2010
63.04,2010
522.27,2012
164.27,2012
129,2012
242.21,2013
105.09,2011
1370.79,2010
14.31,2013
300.67,2010
117.53,2011
168.53,2011
23.24,2011
85.99,2013
513.93,2013
148.34,2013
175.64,2012
80.2,2010
584.88,2011
139.11,2011
1545.58,2010
353.1,2010
1792.62,2011
176.86,2011
40.29,2013
426.67,2013
127.7,2013
1719.79,2012
293.31,2011
50.73,2011
28.35,2011
27.15,2011
2102.16,2011
554.64,2011
158.87,2010
21.1,2012
334.19,2011
36.54,2011
1799.65,2011
161.13,2011
334.4,2011
31.79,2012
421.24,2013
369.34,2013
3274.5,2013
224.12,2010
58.79,2012
830.43,2013
68.88,2010
57.95,2012
787.91,2011
1316.16,2012
66.26,2011
19.61,2011
302.93,2011
16.72,2011
116.32,2011
4178.92,2013
2446.78,2013
44.35,2011
1538.48,2011
17.59,2010
141.54,2010
2426.03,2013
352.37,2012
637.26,2012
4739.84,2011
27.61,2011
17.02,2011
882.94,2012
224.82,2011
3719.14,2011
9.5,2012
4144.76,2012
151.46,2010
435.83,2013
159.51,2010
1838.85,2010
58.99,2013
561.65,2010
55.6,2010
2099.61,2010
96.6,2010
1224.1,2011
337.24,2011
932.4,2011
10.3,2011
133.46,2011
94.5,2011
1281.73,2011
619.94,2012
171.88,2012
1570.09,2012
309.09,2013
118.75,2012
277.31,2012
1336.57,2012
144.49,2012
9.2,2012
30.96,2012
7.37,2013
81.48,2012
80.53,2012
67.46,2012
124.64,2013
1129.67,2010
94.52,2013
65.29,2011
78.69,2013
11039.74,2012
252.35,2011
5.73,2011
203.87,2012
5668.64,2012
350.03,2011
305.71,2010
985.97,2011
78.42,2011
356.95,2011
53.11,2011
977.41,2011
296.75,2010
241.3,2012
129.62,2012
718.47,2011
602.6,2011
826.78,2011
2478.35,2011
894.58,2012
483.59,2012
638.44,2011
837.57,2010
56.22,2010
19.67,2010
1856.42,2013
28.13,2012
36,2011
2089.9,2011
798.89,2010
87.69,2012
1058.37,2011
85.52,2011
5.21,2011
437.77,2011
62.6,2011
53.56,2012
189.35,2012
1070.01,2012
169.46,2010
163.52,2013
94.28,2011
48.25,2010
5376.69,2011
167.26,2011
2115.06,2010
774.87,2011
39.85,2011
972.5,2011
371.68,2013
136.41,2013
12.76,2011
260.58,2011
413.73,2010
285.87,2010
20.37,2010
5.67,2012
17.98,2012
34.39,2012
22.18,2012
95.95,2011
23.02,2013
26.88,2013
191.83,2013
380.62,2012
33.1,2013
550.11,2013
42.5,2012
15.48,2012
4.69,2012
408.66,2010
229.63,2012
47.16,2012
68.24,2012
225.76,2011
1592.97,2011
134.24,2011
1701.21,2011
31.71,2010
2509.33,2011
42.89,2011
983.69,2012
178.34,2013
107.65,2010
25.15,2010
19.17,2011
34.58,2011
699.89,2011
83.05,2013
348.08,2010
42.56,2010
105.03,2013
821.17,2010
49.02,2011
1788.56,2012
50.07,2011
67.86,2010
747.28,2010
121.53,2011
269.54,2010
108.17,2013
302.75,2011
1231.03,2011
462.34,2011
11834.98,2012
3092.54,2012
190.31,2012
292.71,2011
251.01,2012
19.47,2013
165.56,2013
199.53,2010
37.05,2010
1828.22,2010
155.17,2013
207.31,2010
143.12,2010
243.04,2013
6.3,2013
4531.22,2013
848.25,2013
347.44,2013
67.64,2010
240.42,2010
184.4,2010
31.55,2010
63.28,2013
257.94,2013
243.95,2013
26.22,2011
4191.93,2011
1166.13,2011
42.02,2010
19.29,2010
5226.72,2012
278.58,2013
64.19,2010
16.82,2011
266.25,2011
36.27,2011
441.74,2011
42.12,2013
109.12,2011
53.02,2012
57.78,2011
439.13,2011
103.34,2011
97.65,2010
1018.61,2010
91.31,2013
53.54,2010
115.83,2011
44,2011
549.7,2011
92.11,2011
13.1,2011
156.75,2011
974.14,2010
75.26,2013
13.92,2013
173.29,2012
11.86,2012
8.49,2013
2038.88,2013
11.46,2013
56.59,2013
435.66,2013
148.45,2013
152.54,2010
829.67,2013
945.44,2013
29.08,2010
367.17,2011
92.08,2011
266.78,2011
202.98,2010
750.94,2013
394.4,2013
515.52,2012
44.85,2012
53.21,2010
122.8,2010
7045.02,2010
334.42,2012
74.02,2013
38.79,2013
104.5,2012
193.88,2010
1391.4,2012
17.63,2011
101.73,2010
1059.38,2010
20.63,2011
22.14,2011
40.76,2011
39.98,2012
379.72,2010
267.92,2011
623.88,2011
623.18,2011
854.46,2011
133.69,2012
71.78,2012
352.16,2012
47.22,2011
26.18,2010
49.81,2010
1159.79,2010
15.99,2011
6357.11,2012
369.44,2013
23.01,2013
400.47,2013
516.6,2011
468.69,2013
94.97,2010
1547.25,2013
79.01,2013
423.35,2013
2050.93,2013
86.79,2010
154.88,2012
220.55,2011
58.33,2010
20.42,2010
1094.84,2013
952.9,2012
90.14,2013
321.52,2013
118.16,2013
42.68,2013
437.96,2013
379.21,2013
58.92,2011
6.76,2012
177.78,2011
124.54,2011
664.5,2011
216.09,2011
763.27,2011
210.33,2010
666.63,2011
814.6,2011
109.64,2011
68.45,2010
4109.08,2012
15.73,2010
1719.07,2010
59,2013
72.77,2010
1648.03,2013
40.1,2012
707.03,2012
2.66,2011
38.67,2011
593.94,2011
343.57,2011
87.87,2011
18.53,2011
47.67,2011
316.28,2010
952.26,2010
249.34,2013
878.34,2010
676.57,2010
7.8,2013
5.5,2013
776.26,2013
17.22,2013
95.87,2013
431.43,2012
106.84,2011
7.38,2012
602.49,2013
958.46,2010
368.84,2010
30.86,2010
16.89,2011
326.72,2011
40.29,2010
89.79,2010
130.91,2010
1741.81,2011
2848.38,2010
208.82,2012
592.58,2012
2832.68,2013
12.59,2011
1006.82,2011
18.59,2010
58.83,2010
1557.66,2010
465.57,2012
184.46,2011
1364.8,2011
113.84,2011
599.05,2011
1335.2,2012
1911.3,2013
18537.69,2013
649.96,2013
740.78,2013
318.22,2012
109.23,2012
69.25,2013
492.85,2011
343.51,2012
686.68,2012
125.28,2012
28.01,2010
1736.1,2011
94.45,2011
366.26,2010
157.99,2010
1212.88,2010
227.04,2011
111.8,2011
491.89,2012
49.78,2010
16.62,2010
140.67,2011
121.89,2011
171.33,2010
192.46,2013
348.7,2011
220.16,2012
33.08,2012
4390.32,2012
75.85,2012
245.42,2012
1046.04,2013
82.9,2013
3071.57,2013
825.24,2013
28.77,2011
580.7,2011
21.15,2013
513.94,2013
42.69,2010
327.41,2010
367.03,2011
98,2011
380.47,2011
2265.68,2011
410.69,2011
78.66,2013
27.63,2010
31.21,2010
1126.06,2013
444.08,2013
2111.33,2012
97.81,2011
43.73,2011
25.95,2011
673.03,2011
386.21,2012
1963.31,2012
236.99,2012
256.19,2013
421.49,2013
215.93,2012
240.63,2011
1062.64,2012
25.08,2012
80.47,2012
4301.39,2011
69.69,2011
299.63,2013
139.89,2011
77.11,2011
2118.99,2010
837.64,2010
600.07,2012
114.72,2012
189.94,2011
261.08,2011
205.18,2013
440.42,2013
626.69,2011
801.93,2010
709.7,2010
27.42,2010
175.64,2011
917.5,2011
294.99,2011
28.55,2013
389.59,2010
81.02,2012
1524.03,2012
23.47,2012
950.43,2010
104.87,2011
136.95,2011
40.32,2011
125.68,2011
71.08,2011
522.56,2013
4285.56,2010
631.37,2010
78.62,2013
93.81,2010
409.73,2011
1279.27,2012
501,2012
4531.85,2011
520.47,2011
330.89,2011
82.77,2013
101.7,2013
3581.52,2012
76.28,2012
64.48,2010
663.69,2011
63.5,2011
3108.3,2013
65.68,2012
48.16,2011
233.98,2011
268.64,2013
107.24,2011
353.52,2011
58.49,2011
284.35,2011
31.19,2011
1259.4,2013
629.27,2013
819.95,2013
998.67,2012
404.59,2012
282.49,2012
258.79,2012
85.55,2011
180.27,2013
52.27,2013
165.03,2013
96.68,2013
35.49,2013
22.64,2011
360.36,2011
335.34,2011
51.3,2012
633.43,2012
17.76,2012
538.65,2012
4290.63,2012
64.76,2012
1146.03,2013
572.18,2013
748.42,2013
3527.82,2010
4698.21,2010
850.16,2013
102.9,2013
853.64,2012
1135.9,2013
25.22,2010
454.4,2010
14.53,2010
1501.51,2012
209.7,2011
87.11,2010
170.46,2010
14.41,2011
18.89,2012
426.47,2013
601.62,2013
57.67,2011
410.15,2011
412.05,2011
19.38,2011
196.69,2010
40.28,2010
2707.35,2013
98.36,2013
378.11,2013
236.86,2011
57.24,2010
824.7,2010
1087.48,2011
510.4,2012
1033.97,2012
7.01,2012
282.24,2013
190.28,2013
507.25,2012
1013.84,2010
3.44,2012
7.2,2012
29.16,2013
199.76,2010
617.22,2013
48.35,2013
395.83,2013
150.25,2013
40.37,2013
2311.15,2011
15.71,2011
14.07,2012
170.48,2013
341.59,2013
61.69,2012
6362.85,2010
77.05,2013
155.16,2013
1161.65,2012
279.98,2013
1348.83,2010
27.96,2010
19882.09,2013
175.05,2012
934.2,2013
51.72,2013
914.6,2013
18.68,2013
633.81,2013
34.17,2011
423.64,2011
1122.72,2011
19.63,2011
75.05,2013
329.44,2013
1116.28,2011
6600.63,2010
1811.99,2010
114.11,2013
54.57,2013
201.77,2010
277.07,2010
149.67,2010
6.65,2011
876.04,2011
183.34,2011
1134.67,2011
1378.51,2013
32.1,2013
9.69,2012
110.66,2012
12732,2012
17.14,2012
1717.53,2011
126.84,2011
259.73,2012
873.87,2012
3292.02,2010
552.22,2011
52.93,2011
42.47,2013
78.97,2012
447.87,2013
13.23,2013
21.6,2013
106.57,2010
136.01,2012
85.75,2012
67.48,2013
30.63,2012
84.26,2013
67.21,2013
31.46,2013
37.38,2010
864.94,2012
5605.27,2012
821.22,2011
40.15,2013
1387.49,2013
65.22,2012
56.72,2012
20.39,2011
4.99,2011
2814.57,2010
437.41,2013
20.51,2013
757.22,2013
29.07,2011
84.76,2011
3383.43,2012
312.22,2010
904.25,2010
16.31,2010
23.74,2011
217.44,2011
439.7,2011
2159.19,2012
78.16,2011
115.15,2011
559.84,2012
3969.21,2012
240.21,2010
5587.89,2010
744.4,2013
6.12,2013
2268.65,2013
16.24,2013
1535.05,2012
1.32,2013
556.2,2012
78.99,2011
33.82,2010
8.72,2010
909.89,2013
47.86,2013
2217.2,2013
82.52,2012
727.85,2012
634,2013
54.65,2013
441.08,2012
86.17,2012
83.69,2011
399.25,2011
429.43,2013
57.56,2013
69.03,2011
210.65,2011
249.25,2012
6724.2,2013
603.19,2013
379.8,2013
40.39,2013
34.76,2011
31.79,2011
9.83,2013
60.21,2013
12.15,2010
288.42,2010
159.02,2012
338.13,2012
59.15,2011
1210.93,2012
21.9,2011
991.24,2010
723.48,2013
243.24,2010
19.38,2012
43.14,2013
1114.01,2011
902.21,2011
925.98,2013
1183.02,2013
59.22,2010
59.11,2013
66.88,2010
274.91,2010
1590.44,2013
1058.36,2010
18.31,2010
1475.99,2013
638.9,2013
54.26,2013
1337.78,2011
1362.2,2010
618.37,2012
3247.32,2012
23.16,2012
46.53,2011
881.56,2013
2736.06,2012
776,2011
1677.05,2012
1243.15,2012
1174.3,2012
104.81,2012
1799.14,2012
48.33,2010
38.41,2010
14.85,2010
721.64,2011
93.55,2012
563.91,2012
53.77,2012
1553.72,2012
47.01,2011
756.99,2012
51.82,2010
266.39,2010
286.12,2011
113.87,2011
165.34,2011
1444.4,2013
130.47,2013
120.96,2012
55.54,2010
287.14,2013
2296.56,2011
148.06,2013
1961.19,2013
37.65,2013
247.56,2013
190.9,2012
764.66,2012
48.7,2011
15.73,2013
327.4,2013
1323.27,2013
231.62,2011
25.65,2013
440.87,2013
105.68,2012
10548.49,2012
18.72,2011
195.63,2013
3.51,2010
39.11,2011
64.12,2011
762.3,2013
5775.81,2010
1878.24,2010
279.01,2010
15.65,2010
613.34,2013
355.81,2013
198.06,2013
1268.16,2013
26.82,2013
92.25,2013
58.81,2013
110.81,2013
36.14,2013
286.4,2010
39.51,2012
17.62,2010
430.91,2013
23.07,2013
74.76,2013
264.36,2011
30.7,2013
126.69,2013
137.06,2013
89.11,2011
160.71,2011
478.61,2011
78.38,2011
34.75,2012
28.73,2013
21.9,2013
1253.74,2012
509.68,2012
391.4,2010
199.7,2011
487.56,2013
780.77,2013
55.82,2013
705.38,2011
901.01,2011
510.9,2012
643.76,2013
1458.58,2013
118.47,2012
237.73,2012
22.34,2013
1214.63,2011
1418.97,2011
1303.29,2012
56.54,2012
32.76,2010
6.66,2011
519.42,2010
3887.07,2012
2595.36,2012
19.23,2013
1719.45,2013
131.62,2010
86.28,2012
87.86,2012
738,2012
120.78,2011
172.37,2011
25.39,2010
87.27,2010
202.29,2010
168.71,2010
1414.88,2010
33.63,2010
242.7,2010
1328.52,2012
772.22,2012
99.17,2012
52.27,2013
20.75,2013
4130.59,2011
35.91,2011
498.14,2011
432.95,2011
21.5,2011
3182.24,2011
172.34,2012
140.22,2013
462.52,2012
90.36,2013
50.28,2010
2570.45,2010
115.3,2011
64.9,2011
53.26,2010
203.49,2010
2356.01,2010
7.96,2010
59.46,2012
84.95,2012
73.2,2011
212.91,2013
1166.27,2013
5972.59,2013
341.01,2012
650.7,2010
1699.26,2013
78.66,2013
38.45,2012
309.56,2012
619.38,2010
18.69,2010
162.84,2013
79.02,2010
128.95,2012
58.04,2012
274.93,2012
19.11,2012
1268.26,2013
1468.97,2013
53.29,2013
19.64,2013
204.06,2011
86.45,2013
898,2013
55.13,2010
2.74,2013
44.8,2010
363.37,2010
480.75,2010
626.95,2013
280.71,2013
676.35,2013
2597.33,2012
357.27,2012
92.99,2012
37.16,2012
28.07,2011
715.93,2011
675.38,2013
111.41,2012
245.6,2012
377,2010
42.99,2010
141.29,2012
10.19,2010
82.01,2012
12.86,2013
3143.15,2012
498.31,2012
150.48,2013
34.64,2010
2575.93,2013
221.43,2013
46.5,2011
160.26,2011
2197.75,2011
7.85,2011
603.54,2013
1428.06,2013
4099.07,2012
10.76,2012
1060.21,2012
133.19,2010
97.33,2010
52.1,2010
1145.6,2010
1634.67,2010
608.81,2010
808.61,2010
74.07,2013
15.96,2013
104.17,2013
505.55,2011
251.61,2010
436.29,2012
3786.84,2010
145.12,2010
300.63,2010
917.66,2011
375.86,2013
241.42,2013
276.72,2013
102.11,2013
165.29,2012
54.27,2011
103.61,2010
52.51,2012
5615.88,2012
77.07,2011
10.29,2013
3635.97,2013
284.34,2010
128.13,2010
76.08,2011
729.33,2013
26.91,2012
129.73,2012
9252.81,2010
105.99,2012
12.02,2012
645.28,2012
81.9,2010
1200.11,2013
65.49,2013
67.49,2010
2.25,2010
66.9,2010
43.13,2010
1347.03,2013
818.49,2010
73.18,2010
2331.04,2011
618.96,2010
77.54,2010
89.76,2010
624.07,2011
193.5,2012
44.26,2011
140.3,2010
71.55,2010
2421.02,2013
65.7,2011
1669.48,2011
335.34,2011
475.72,2011
536.9,2010
121.29,2013
762.38,2010
384.66,2011
31.35,2011
22.01,2011
200,2011
17.22,2013
4.24,2013
80.23,2010
13.36,2013
2044.9,2010
89.91,2010
80.86,2012
51.53,2012
19.37,2011
8.77,2010
39.36,2010
68.49,2011
77.25,2011
2151.35,2013
413.21,2013
195.01,2013
280.54,2013
97.52,2012
84.72,2012
50.16,2012
28.11,2010
139.66,2013
323.52,2013
16.74,2012
305.15,2012
111.3,2013
120.12,2010
5705.18,2011
4.21,2010
59.85,2010
1708.73,2010
103.34,2012
307.15,2011
324.41,2011
1216.32,2010
219.83,2011
4.44,2011
312.05,2013
73.55,2010
29.57,2010
131,2012
20.45,2011
61.56,2011
19.67,2011
2699.94,2011
514.51,2011
1480.29,2011
33.3,2012
138.78,2012
3.99,2012
67.3,2011
679.23,2011
294.87,2011
4845.27,2010
62.78,2013
61.54,2012
58.47,2012
250.65,2013
57.32,2013
33.52,2012
65.72,2012
150.3,2012
425.88,2012
1065.09,2013
699.66,2013
66.42,2013
95.42,2012
331.97,2013
21.16,2011
69.4,2011
21.81,2011
360.7,2011
246.44,2010
29.92,2013
116.68,2011
557.32,2013
4466.69,2013
31.98,2013
416.5,2013
62.33,2011
175.59,2013
66.48,2013
1770.57,2013
16.61,2013
220.73,2012
452.93,2011
265.16,2011
40.5,2011
2977.41,2011
100.26,2011
482.78,2011
2180.31,2011
1338.38,2011
120.18,2013
41.49,2013
7124.7,2013
515.09,2012
2674.61,2012
2367.39,2012
32.88,2013
1006.4,2013
1714.93,2010
32.62,2013
3283.58,2011
230.96,2011
87.8,2010
22.79,2013
224.54,2013
28.4,2013
42.15,2013
120.21,2013
1017.58,2011
2029.82,2011
831.01,2011
139.42,2011
548.82,2011
288.41,2013
3707.05,2010
45.42,2011
27.19,2013
262.13,2013
17.73,2012
123.58,2013
382.23,2012
3145.43,2013
99.99,2012
97.06,2012
133.32,2012
83.98,2011
174.44,2011
122.25,2010
206.09,2010
3197.22,2011
157.11,2012
77.85,2012
44.52,2013
3772.19,2010
217.62,2012
159.85,2013
324.62,2010
742.71,2011
71.41,2011
58.29,2013
37.81,2011
39.26,2011
51.86,2010
149.58,2013
205.36,2012
270.55,2010
79.62,2010
479.79,2010
289.88,2010
414.49,2010
469.69,2010
400.19,2013
117.13,2013
59.23,2013
1700.38,2010
35.96,2010
1270.75,2011
253.89,2011
41.2,2013
198.3,2012
3451.26,2012
10.6,2011
3377.06,2010
123.93,2010
93.96,2010
581.08,2010
27.53,2010
3.08,2010
119.29,2010
50.13,2012
320.13,2011
3439.28,2013
17.91,2013
603.07,2013
3229.44,2013
117.49,2012
350.92,2012
163.37,2011
4249.37,2010
260.66,2010
1590.81,2012
165.84,2012
320.75,2010
90.09,2012
46.85,2012
